N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD, LATITUD
02-2013-0679,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,45,,,,,,,PR,,2.16264324,41.37721334
02-2013-0680,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,45,,,,,,,1,1,2.16264324,41.37721334
02-2013-0681,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,45,,,,,,,2,1,2.16264324,41.37721334
02-2013-0682,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,45,,,,,,,3,1,2.16264324,41.37721334
02-2013-0683,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,PR,1,2.16255216,41.37997866
02-2013-0684,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,PR,2,2.16255216,41.37997866
02-2013-0685,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,1,1,2.16255216,41.37997866
02-2013-0686,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,1,2,2.16255216,41.37997866
03-2013-0177,SANTS-MONTJUÏC,Hostafrancs,C,CREU COBERTA,1,57,,,,,,,2,4,2.14616150,41.37509064
01-2013-0235,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,TROMPETES,2,4,,,,,,,1,,2.18197397,41.38265350
03-2013-0296,SANTS-MONTJUÏC,Hostafrancs,C,BEJAR,1,53,,,,,,,EN,2,2.14506682,41.37735142
02-2013-0471,L'EIXAMPLE,Sant Antoni,C,VILLARROEL,1,41,,,,,,,AT,,2.16054097,41.38221748
02-2013-0473,L'EIXAMPLE,Sant Antoni,C,VILLARROEL,1,41,,,,,,,2,2,2.16054097,41.38221748
02-2013-0687,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,2,1,2.16255216,41.37997866
02-2013-0689,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,2,2,2.16255216,41.37997866
02-2013-0690,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,3,1,2.16255216,41.37997866
02-2013-0692,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,3,2,2.16255216,41.37997866
02-2013-0706,L'EIXAMPLE,Sant Antoni,AV,MISTRAL,2,54,,,,,,,2,2,2.15414968,41.37611082
02-2013-0914,L'EIXAMPLE,Sant Antoni,C,MARQUES DE CAMPO SAGRADO,2,28,,,,,,,1,2,2.16515684,41.37648917
07-2013-0135,HORTA-GUINARDÓ,el Baix Guinardó,TRAV,GRACIA,2,318,,,,,,B,1,1,2.16861180,41.40797375
10-2013-0232,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,C,PUJADES,2,362,,,,,,,10,3,2.20945596,41.40803666
03-2013-0192,SANTS-MONTJUÏC,el Poble Sec,C,SALVA,1,23,,,,,,,2,2,2.16615255,41.37363567
02-2013-0693,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,4,1,2.16255216,41.37997866
02-2013-0694,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,187,,,,,,,4,2,2.16255216,41.37997866
10-2013-0310,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,211,,,,,,,1,1,2.17712165,41.41174997
01-2013-0327,CIUTAT VELLA,el Raval,C,FLORS,2,16,,,,,,,4,,2.16774182,41.37594217
05-2013-0260,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,ARIBAU,2,226,,,,,,I,1,2,2.15053616,41.39517058
02-2013-0425,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,45,,,,,,,3,2,2.16264324,41.37721334
10-2013-0361,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,C,PALLARS,2,378,,388,,,,,15,1,2.20924905,41.40964729
04-2013-0119,LES CORTS,les Corts,C,BORDEUS,1,7,,,,,,,1,A,2.14164305,41.38836096
03-2013-0145,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,2,1,2.12449764,41.37554000
03-2013-0146,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,6,1,2.12449764,41.37554000
03-2013-0147,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,6,2,2.12449764,41.37554000
03-2013-0148,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,6,3,2.12449764,41.37554000
03-2013-0149,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,6,4,2.12449764,41.37554000
03-2013-0150,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,6,5,2.12449764,41.37554000
03-2013-0151,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,6,6,2.12449764,41.37554000
03-2013-0152,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,6,7,2.12449764,41.37554000
02-2013-0584,L'EIXAMPLE,Sant Antoni,C,PARLAMENT,1,35,,,,,,,2,1,2.16273579,41.37672885
02-2013-0452,L'EIXAMPLE,la Dreta de l'Eixample,C,CASP,1,41,,,,,,,AT,2,2.17389965,41.39189731
02-2013-0609,L'EIXAMPLE,la Nova Esquerra de l'Eixample,G.V.,CORTS CATALANES,1,497,,,,,,,1,3,2.15672321,41.38106955
02-2013-0895,L'EIXAMPLE,Sant Antoni,C,PARLAMENT,1,31,,,,,,,4,1,2.16261422,41.37663816
02-2013-0896,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,DIPUTACIO,2,36,,,,,,,4,1,2.15134204,41.37845366
07-2013-0111,HORTA-GUINARDÓ,el Baix Guinardó,C,CARTAGENA,1,385,,,,,,,2,4,2.16983952,41.41445198
02-2013-0918,L'EIXAMPLE,la Dreta de l'Eixample,C,GIRONA,2,150,,,,,,,4,5,2.16606538,41.39878639
02-2013-0960,L'EIXAMPLE,la Sagrada Família,C,MARINA,2,240,,,,,,,3,6,2.17715284,41.40256275
05-2013-0161,SARRIA-SANT GERVASI,el Putxet i el Farró,RDA,GENERAL MITRE,2,238,,,,,,,BJ,1,2.14872649,41.40580292
06-2013-0215,GRACIA,la Vila de Gràcia,TRAV,GRACIA,2,208,,,,,,,4,3,2.16100195,41.40322380
02-2013-0897,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,BALMES,1,69,,,,,,,5,2,2.16116626,41.39027625
06-2013-0283,GRACIA,la Vila de Gràcia,TRAV,GRACIA,2,190,,,,,,,1,,2.16007050,41.40265398
03-2013-0089,SANTS-MONTJUÏC,Hostafrancs,C,FARELL,1,25,,,,,,,3,2,2.14361501,41.37287344
02-2013-0564,L'EIXAMPLE,la Dreta de l'Eixample,C,VALENCIA,1,225,,,,,,,SA,1,2.16108300,41.39115065
02-2013-0789,L'EIXAMPLE,la Dreta de l'Eixample,C,ROGER DE LLURIA,1,125,,,,,,,3,,2.16359274,41.39696429
05-2013-0168,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,VIA,AUGUSTA,1,95,,,,,,,4,1,2.14961679,41.40094690
03-2013-0280,SANTS-MONTJUÏC,Hostafrancs,C,CREU COBERTA,2,36,,,,,,,1,1,2.14681192,41.37528865
02-2013-0832,L'EIXAMPLE,la Sagrada Família,C,PROVENÇA,2,424,,,,,,,4,2,2.17175527,41.40231320
06-2013-0230,GRACIA,la Vila de Gràcia,C,PERLA,1,25,,,,,,,2,1,2.15766840,41.40379984
06-2013-0161,GRACIA,el Camp d'en Grassot i Gràcia Nova,PG,SANT JOAN,2,144,,,,,,,PR,4,2.16691499,41.40174207
07-2013-0101,HORTA-GUINARDÓ,el Guinardó,AV,MARE DEU DE MONTSERRAT,2,192,,,,,,,3,3,2.17327495,41.42016990
07-2013-0118,HORTA-GUINARDÓ,la Teixonera,C,MARE DE DEU DELS ANGELS,1,99,,,,,,,1,1,2.15048827,41.42319260
06-2013-0213,GRACIA,la Vila de Gràcia,C,LLUIS VIVES,2,4,,,,,,,1,1,2.16251127,41.40026641
02-2013-0554,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,BALMES,1,87,,,,,,,EN,1B,2.16001226,41.39115276
02-2013-0555,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,BALMES,1,87,,,,,,,EN,1A,2.16001226,41.39115276
02-2013-0939,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,COMTE D'URGELL,2,172,,,,,,,6,1,2.15246971,41.38694465
06-2013-0266,GRACIA,la Vila de Gràcia,C,FERRER DE BLANES,1,11,,,,,,,2,,2.15878427,41.39873942
06-2013-0270,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,BAILEN,2,222,,,,,,,SA,,2.16341353,41.40250676
03-2013-0289,SANTS-MONTJUÏC,el Poble Sec,C,RICART,2,40,,44,,,,,2,3,2.15732999,41.37260915
10-2013-0366,SANT MARTI,el Parc i la Llacuna del Poblenou,C,NAPOLS,2,4,,,,,,,4,1,2.18528814,41.39106361
10-2013-0218,SANT MARTI,la Vila Olímpica del Poblenou,C,MARINA,2,44,,,,,,,BJ,A,2.19198279,41.39126839
10-2013-0351,SANT MARTI,el Camp de l'Arpa del Clot,C,SANT QUINTI,1,37,,45,,,,A,EN,1,2.17822891,41.41321636
02-2013-0840,L'EIXAMPLE,Sant Antoni,G.V.,CORTS CATALANES,2,506,,510,,,,,1,2,2.15798277,41.38135881
06-2013-0272,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,LEGALITAT,1,53,,,,,,,EN,2,2.16138992,41.40855918
02-2013-0594,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,PROVENÇA,1,131,,133,,,,,2,1,2.15223678,41.38791921
02-2013-0596,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,PROVENÇA,1,131,,133,,,,,AT,2,2.15223678,41.38791921
02-2013-0597,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,PROVENÇA,1,131,,133,,,,,1,4,2.15223678,41.38791921
02-2013-0598,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,PROVENÇA,1,131,,133,,,,,6,4,2.15223678,41.38791921
06-2013-0221,GRACIA,el Coll,C,FONT DEL COLL,1,15,,,,,,,AT,3,2.15039117,41.41962952
02-2013-0659,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,2,8,,,,,,,3,2,2.17756248,41.39180658
06-2013-0149,GRACIA,el Camp d'en Grassot i Gràcia Nova,PG,AMUNT,2,18,,,,,,,AT,2,2.16001651,41.41003480
02-2013-0445,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,291,,,,,,,1,1,2.16895678,41.39197835
02-2013-0446,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,291,,,,,,,1,4,2.16895678,41.39197835
02-2013-0447,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,291,,,,,,,2,1,2.16895678,41.39197835
02-2013-0448,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,291,,,,,,,2,4,2.16895678,41.39197835
02-2013-0449,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,291,,,,,,,3,1,2.16895678,41.39197835
02-2013-0450,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,291,,,,,,,3,2,2.16895678,41.39197835
02-2013-0451,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,291,,,,,,,4,1,2.16895678,41.39197835
02-2013-0409,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,45,,,,,,,2,2,2.16264324,41.37721334
02-2013-0410,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,45,,,,,,,EN,2,2.16264324,41.37721334
02-2013-0411,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,45,,,,,,,1,2,2.16264324,41.37721334
02-2013-0593,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,VALENCIA,2,184,,,,,,,1,1,2.15685409,41.38769376
06-2013-0153,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,1,49,,,,,,,SA,,2.15940796,41.40021536
06-2013-0154,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,1,49,,,,,,,AT,,2.15940796,41.40021536
06-2013-0155,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,1,49,,,,,,,3,,2.15940796,41.40021536
06-2013-0156,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,1,49,,,,,,,2,2,2.15940796,41.40021536
06-2013-0157,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,1,49,,,,,,,2,1,2.15940796,41.40021536
06-2013-0158,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,1,49,,,,,,,1,2,2.15940796,41.40021536
06-2013-0159,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,1,49,,,,,,,1,1,2.15940796,41.40021536
06-2013-0160,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,1,49,,,,,,,EN,,2.15940796,41.40021536
02-2013-0791,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,1,161,,,,,,,1,4,2.15295739,41.39135935
06-2013-0147,GRACIA,el Camp d'en Grassot i Gràcia Nova,PTGE,ALIO,2,8,,,,,,,2,,2.16664468,41.40257570
03-2013-0174,SANTS-MONTJUÏC,Hostafrancs,C,BEJAR,1,53,,,,,,,2,1,2.14506682,41.37735142
10-2013-0190,SANT MARTI,el Poblenou,C,LLULL,2,248,,,,,,,BJ,IN,2.20550528,41.40340368
02-2013-0855,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ARAGO,1,39,,,,,,,2,2,2.14795700,41.37956968
02-2013-0856,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ARAGO,1,39,,,,,,,2,1,2.14795700,41.37956968
02-2013-0857,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ARAGO,1,39,,,,,,,4,4,2.14795700,41.37956968
02-2013-0858,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ROCAFORT,2,102,,,,,,,PR,3,2.15226305,41.38021891
10-2013-0216,SANT MARTI,el Poblenou,C,TANGER,2,148,,,,,,D,5,1,2.19553014,41.40440687
02-2013-0390,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,1,69,,,,,,,3,2,2.16990326,41.39389821
02-2013-0503,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,65,,,,,,,3,3,2.16161128,41.37799228
02-2013-0505,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,465,,,,,,,PR,1,2.17793655,41.40381790
02-2013-0506,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,465,,,,,,,PR,2,2.17793655,41.40381790
02-2013-0508,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,465,,,,,,,PR,3,2.17793655,41.40381790
02-2013-0509,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,465,,,,,,,PR,4,2.17793655,41.40381790
02-2013-0510,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ARAGO,2,116,,,,,,,SA,1,2.15452084,41.38423608
06-2013-0235,GRACIA,la Vila de Gràcia,C,RAMON Y CAJAL,2,8,,,,,,,3,1,2.15785484,41.40207026
06-2013-0236,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,2,28,,,,,,,PR,1,2.16051869,41.39928761
03-2013-0285,SANTS-MONTJUÏC,el Poble Sec,C,PIQUER,1,15,,,,,,,3,3,2.17056260,41.37274951
01-2013-0847,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,VIA,LAIETANA,2,46,,,,,,,PR,2,2.17564680,41.38643200
02-2013-0504,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,1,77,,,,,,,1,2,2.17156371,41.39605957
02-2013-0507,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,1,77,,,,,,,1,1,2.17156371,41.39605957
10-2013-0174,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,2,668,,,,,,,4,4,2.17952640,41.41158788
03-2013-0117,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,2,4,2.12449764,41.37554000
03-2013-0118,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,2,5,2.12449764,41.37554000
03-2013-0119,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,2,6,2.12449764,41.37554000
03-2013-0120,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,2,7,2.12449764,41.37554000
03-2013-0121,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,3,1,2.12449764,41.37554000
03-2013-0122,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,3,2,2.12449764,41.37554000
03-2013-0123,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,3,3,2.12449764,41.37554000
03-2013-0124,SANTS-MONTJUÏC,Sants - Badal,C,SANTS,1,387,,,,,,,3,4,2.12449764,41.37554000
03-2013-0098,SANTS-MONTJUÏC,Hostafrancs,C,CONSELL DE CENT,1,49,B,,,,,,3,2,2.14573938,41.37666568
02-2013-0678,L'EIXAMPLE,la Dreta de l'Eixample,RDA,UNIVERSITAT,1,17,,,,,,,2,4,2.16641309,41.38674656
02-2013-0459,L'EIXAMPLE,el Fort Pienc,C,SICILIA,1,173,,,,,,,AT,3,2.17613312,41.39943500
10-2013-0319,SANT MARTI,la Vila Olímpica del Poblenou,C,JOAN D'AUSTRIA,1,51,,,,,,A,2,2,2.19192522,41.39255836
02-2013-0515,L'EIXAMPLE,Sant Antoni,C,VILADOMAT,1,3,,,,,,,1,C,2.16265445,41.37550034
02-2013-0677,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,DIPUTACIO,2,154,,,,,,,5,3,2.15779544,41.38330124
10-2013-0321,SANT MARTI,la Vila Olímpica del Poblenou,C,JOAN D'AUSTRIA,1,51,,,,,,A,1,2,2.19192522,41.39255836
10-2013-0322,SANT MARTI,la Vila Olímpica del Poblenou,C,JOAN D'AUSTRIA,1,51,,,,,,A,3,2,2.19192522,41.39255836
06-2013-0251,GRACIA,la Vila de Gràcia,C,PEREZ GALDOS,2,32,,,,,,,3,1,2.15144545,41.40619222
01-2013-0247,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,ARGENTERIA,2,6,,,,,,,1,3,2.18019293,41.38363313
01-2013-0250,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,ARGENTERIA,2,6,,,,,,,1,4,2.18019293,41.38363313
01-2013-0252,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,ARGENTERIA,2,6,,,,,,,2,1,2.18019293,41.38363313
06-2013-0242,GRACIA,la Vila de Gràcia,TRAV,GRACIA,2,146,,,,,,,2,,2.15702414,41.40077873
02-2013-0743,L'EIXAMPLE,la Dreta de l'Eixample,PTGE,ROGER DE FLOR,1,9,,,,,,,BJ,,2.16938729,41.40161359
03-2013-0237,SANTS-MONTJUÏC,Hostafrancs,C,DIPUTACIO,1,7,,,,,,,2,3,2.14775269,41.37603473
02-2013-0702,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,2,44,,,,,,,2,3,2.17453971,41.40825117
02-2013-0704,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,2,44,,,,,,,1,3,2.17453971,41.40825117
02-2013-0705,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,2,44,,,,,,,BJ,1,2.17453971,41.40825117
03-2013-0242,SANTS-MONTJUÏC,Sants,C,TENOR MASINI,1,59,,,,,,,BJ,1,2.13169327,41.37755574
06-2013-0287,GRACIA,la Vila de Gràcia,C,GRAN DE GRACIA,2,16,,,,,,,3,2,2.15737524,41.39834332
06-2013-0294,GRACIA,la Vila de Gràcia,C,VERDI,1,103,,,,,,,BJ,,2.15473454,41.40579700
02-2013-0375,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,CORSEGA,2,74,,,,,,,EN,1,2.14454577,41.38523310
02-2013-0669,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARIBAU,2,46,,,,,,,BJ,2,2.16032581,41.38777782
02-2013-0391,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,G.V.,CORTS CATALANES,1,539,,,,,,,3,3,2.15965722,41.38330620
10-2013-0368,SANT MARTI,el Poblenou,PTGE,BORI,2,6,,,,,,,2,4,2.20196607,41.39801821
02-2013-0780,L'EIXAMPLE,Sant Antoni,AV,PARAL.LEL,2,92,,,,,,,1,2,2.16636749,41.37516519
06-2013-0196,GRACIA,la Vila de Gràcia,C,VIC,2,6,,,,,,,1,1,2.15540771,41.39873448
10-2013-0246,SANT MARTI,la Vila Olímpica del Poblenou,C,RAMON TURRO,1,69,,,,,,,2,2,2.19426569,41.39356088
03-2013-0096,SANTS-MONTJUÏC,el Poble Sec,C,LLEIDA,1,49,,,,,,,PR,1,2.15596535,41.37171273
06-2013-0262,GRACIA,la Vila de Gràcia,C,PROGRES,1,25,,,,,,,BJ,1,2.16000023,41.40022458
02-2013-0915,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,1,111,,,,,,,2,1,2.15562006,41.38935318
02-2013-0414,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CASANOVA,1,71,,,,,,,5,1,2.15802656,41.38582387
03-2013-0175,SANTS-MONTJUÏC,el Poble Sec,C,BLASCO DE GARAY,1,33,,,,,,,4,1,2.16291199,41.37354781
02-2013-0658,L'EIXAMPLE,la Sagrada Família,C,MALLORCA,1,451,,,,,,A,EN,2,2.17852427,41.40596350
02-2013-0950,L'EIXAMPLE,Sant Antoni,C,SEPULVEDA,1,93,,,,,,,1,1,2.15772120,41.37974451
10-2013-0373,SANT MARTI,el Parc i la Llacuna del Poblenou,C,NAPOLS,1,13,,15,,,,,SA,1,2.18488604,41.39109084
10-2013-0375,SANT MARTI,la Vila Olímpica del Poblenou,PL,TIRANT LO BLANC,2,8,,,,,,,3,1,2.20105810,41.39316354
02-2013-0721,L'EIXAMPLE,la Dreta de l'Eixample,C,BALMES,2,64,,,,,,,4,2,2.16222847,41.38975386
02-2013-0722,L'EIXAMPLE,la Dreta de l'Eixample,C,BALMES,2,64,,,,,,,PR,1,2.16222847,41.38975386
02-2013-0723,L'EIXAMPLE,la Dreta de l'Eixample,C,BALMES,2,64,,,,,,,2,1,2.16222847,41.38975386
02-2013-0724,L'EIXAMPLE,la Dreta de l'Eixample,C,BALMES,2,64,,,,,,,3,2,2.16222847,41.38975386
01-2013-0220,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,DAMES,1,1,,,,,,,2,,2.18287626,41.38376392
01-2013-0221,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,DAMES,1,1,,,,,,,1,,2.18287626,41.38376392
01-2013-0222,CIUTAT VELLA,el Raval,C,GUARDIA,2,8,,,,,,,1,1,2.17376102,41.37791349
01-2013-0260,CIUTAT VELLA,el Barri Gòtic,AV,PORTAL DE L'ANGEL,2,28,,,,,,,3,,2.17263247,41.38610405
01-2013-0261,CIUTAT VELLA,el Barri Gòtic,AV,PORTAL DE L'ANGEL,2,28,,,,,,,2,,2.17263247,41.38610405
02-2013-0377,L'EIXAMPLE,el Fort Pienc,C,CASP,2,174,,,,,,,SA,2,2.18163973,41.39743760
04-2013-0113,LES CORTS,les Corts,C,BERLIN,1,89,,,,,,,2,3,2.14078320,41.38438715
01-2013-0303,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,SANT ANTONI SOMBRERERS,2,4,,,,,,,1,1,2.18170250,41.38408976
01-2013-0304,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,SANT ANTONI SOMBRERERS,2,4,,,,,,,2,2,2.18170250,41.38408976
01-2013-0305,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,SANT ANTONI SOMBRERERS,2,4,,,,,,,3,1,2.18170250,41.38408976
10-2013-0198,SANT MARTI,el Poblenou,PG,CALVELL,1,15,,,,,,,BJ,2,2.20527638,41.39717192
03-2013-0297,SANTS-MONTJUÏC,Hostafrancs,C,BEJAR,1,53,,,,,,,2,2,2.14506682,41.37735142
10-2013-0314,SANT MARTI,la Vila Olímpica del Poblenou,C,ESTOCOLM,1,3,,,,,,,1,2,2.19475338,41.39146029
06-2013-0275,GRACIA,la Vila de Gràcia,C,ENCARNACIO,1,35,,,,,,,2,2,2.15934314,41.40601865
02-2013-0491,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,322,,,,,,,1,1,2.16717714,41.39206481
03-2013-0307,SANTS-MONTJUÏC,el Poble Sec,C,SALVA,2,52,,,,,,,3,,2.16533423,41.37264950
02-2013-0716,L'EIXAMPLE,la Dreta de l'Eixample,PTGE,MERCADER,2,4,,,,,,,EN,2,2.15940662,41.39276954
02-2013-0818,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARIBAU,2,92,,,,,,,1,2,2.15767677,41.38978271
02-2013-0439,L'EIXAMPLE,la Sagrada Família,AV,DIAGONAL,2,332,B,,,,,,EN,2,2.17443464,41.40052295
06-2013-0151,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SARDENYA,1,493,,,,,,,3,2,2.16470480,41.40980092
02-2013-0729,L'EIXAMPLE,la Dreta de l'Eixample,RBLA,CATALUNYA,2,52,,,,,,,6,5,2.16416859,41.39075107
02-2013-0803,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,1,145,,,,,,,2,1,2.15415612,41.39045742
02-2013-0913,L'EIXAMPLE,la Sagrada Família,C,LEPANT,1,285,,,,,,,SA,,2.17519152,41.40542850
02-2013-0769,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,376,,,,,,,1,1,2.17127451,41.39513746
06-2013-0203,GRACIA,la Vila de Gràcia,C,TERRASSA,2,8,,,,,,,1,,2.16344534,41.40006910
02-2013-0522,L'EIXAMPLE,la Dreta de l'Eixample,AV,DIAGONAL,1,369,,,,,,,PR,2,2.16252464,41.39705067
02-2013-0771,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,2,418,,,,,,,1,1,2.17572901,41.40186535
02-2013-0631,L'EIXAMPLE,la Dreta de l'Eixample,PG,GRACIA,2,44,,,,,,,6,G,2.16597792,41.39172116
02-2013-0920,L'EIXAMPLE,el Fort Pienc,C,MARINA,2,212,,,,,,,1,2,2.17925685,41.40104486
02-2013-0921,L'EIXAMPLE,el Fort Pienc,C,MARINA,2,212,,,,,,,2,1,2.17925685,41.40104486
01-2013-0389,CIUTAT VELLA,la Barceloneta,C,MEER,2,34,,,,,,,5,,2.19012215,41.37789957
01-2013-0213,CIUTAT VELLA,el Raval,C,GUARDIA,2,8,,,,,,,EN,1,2.17376102,41.37791349
01-2013-0214,CIUTAT VELLA,el Raval,C,GUARDIA,2,8,,,,,,,3,2,2.17376102,41.37791349
02-2013-0765,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ROCAFORT,1,159,,,,,,,EN,1,2.14979202,41.38180706
03-2013-0254,SANTS-MONTJUÏC,el Poble Sec,C,VILA I VILA,1,89,,,,,,,5,2,2.16802956,41.37432850
05-2013-0295,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,SAGUES,1,49,,,,,,,3,1,2.14363082,41.39520176
