REGISTRO,ANO,TIPO,NUMERO,ACTIVIDAD,HORA_INI,HORA_FIN,CCODVIA,NOMBRE,C_NUMERO,C_BIS,CON_USU_DE_ROTACION,EXENTO,PLAZAS,ANCHO_PUERTA,SUPERFICIE,ZONA_OCUPA_MAXIMA,POLIGONO_INDUSTRIAL,IMPORTE,LAT123,LONG122
25,2012,P,4484,APARCAMIENTO DE VEHICULOS,0,2400,9,JOSE JORNET NAVARRO,0,,N,N,83,3.30,1000.00,4.70,N,202.85,38.35522,-0.50670
25,2012,P,4483,APARCAMIENTO DE VEHICULOS,0,2400,9,JOSE JORNET NAVARRO,0,,N,N,83,5.00,1000.00,7.00,N,329.06,38.35522,-0.50670
486,1996,P,1261,APARCAMIENTO DE VEHICULOS,,,10,AAIUN,0,A,N,N,22,4.04,524.25,5.00,N,243.41,38.36202,-0.48440
486,1996,P,1262,APARCAMIENTO DE VEHICULOS,,,10,AAIUN,0,A,N,N,12,4.04,524.25,5.00,N,243.41,38.36202,-0.48440
580,1997,P,1740,APARCAMIENTO DE VEHICULOS,,1740,10,AAIUN,0,B,N,N,16,10.50,294.00,10.50,N,543.06,38.36202,-0.48440
580,1997,P,133,APARCAMIENTO DE VEHICULOS,,1740,10,AAIUN,0,B,N,N,0,10.50,294.00,,N,243.41,38.36202,-0.48440
776,1997,P,1113,APARCAMIENTO DE VEHICULOS,,2400,10,AAIUN,0,C,N,N,14,6.30,0.00,6.30,N,394.86,38.36202,-0.48440
579,1997,P,1112,APARCAMIENTO DE VEHICULOS,,2400,10,AAIUN,0,F,N,N,15,10.50,294.00,10.50,N,543.06,38.36202,-0.48440
259,2016,T,1418,ACTIVIDAD COMERCIAL,800,2000,10,AAIUN,5,BJ-IZQ,N,N,3,3.00,75.00,3.00,N,78.55,38.36202,-0.48440
22217,1999,T,270,TALLER MECANICO,800,2000,10,AAIUN,5,LOCAL,N,N,3,4.17,68.00,4.17,N,91.95,38.36202,-0.48440
152,2016,P,5561,APARCAMIENTO DE VEHICULOS,0,2400,10,AAIUN,5,,N,N,2,3.00,78.00,3.00,N,100.25,38.36202,-0.48440
46619,1999,P,2210,APARCAMIENTO DE VEHICULOS,,2400,10,AAIUN,6,,N,N,29,2.29,0.00,5.00,N,243.41,38.36202,-0.48440
667,1996,T,112,ALMACEN DE MATERIALES,800,2000,10,AAIUN,13,DCHA,N,N,2,2.27,65.00,2.27,N,78.55,38.36187,-0.48513
219,2004,P,3626,APARCAMIENTO DE VEHICULOS,0,2400,10,AAIUN,15,,N,N,2,2.98,81.00,5.00,N,121.70,38.36192,-0.48548
1453,1997,P,1894,TALLER MECANICO,,,10,AAIUN,17,DCHA.,N,N,15,2.92,408.10,5.00,N,243.41,38.36187,-0.48586
1453,1997,P,1895,TALLER MECANICO,,,10,AAIUN,17,DCHA.,N,N,15,2.92,408.10,5.00,N,243.41,38.36187,-0.48586
471,1998,P,2011,APARCAMIENTO DE VEHICULOS,,,10,AAIUN,21,,N,N,88,5.60,1976.41,6.50,N,394.86,38.36183,-0.48617
853,1997,P,578,APARCAMIENTO DE VEHICULOS,,,20,AB-EL-HAMET,0,A,N,N,7,2.20,120.00,5.00,N,283.98,38.33994,-0.48938
77,2010,P,4280,APARCAMIENTO DE VEHICULOS,0,2400,20,AB-EL-HAMET,1,DCHA,N,N,3,3.65,103.10,5.00,N,141.99,38.33997,-0.48903
671,1902,P,1576,LAVADERO DE COCHES,,,20,AB-EL-HAMET,3,BJ-IZ,N,N,12,5.50,250.00,5.50,N,347.09,38.33986,-0.48926
671,1996,P,113,GARAJE Y ENGRASE,,,20,AB-EL-HAMET,3,,N,N,0,0.00,0.00,,N,243.41,38.33986,-0.48926
762,1997,P,368,APARCAMIENTO DE VEHICULOS,,,20,AB-EL-HAMET,4,BAJO,N,N,40,3.03,942.00,5.00,N,283.98,38.33994,-0.48938
367,1998,P,1866,REPARACION APTOS.ELECTRODOMEST,,,20,AB-EL-HAMET,4,BJ,N,N,3,2.40,243.00,5.00,N,141.99,38.33994,-0.48938
221,1997,T,18,COM.MEM.PROD.ELECTRONICOS,800,2000,20,AB-EL-HAMET,4,DCHA.,N,N,4,2.65,107.00,2.65,N,183.80,38.33994,-0.48938
563,2015,P,5329,APARCAMIENTO DE VEHICULOS,0,2400,20,AB-EL-HAMET,5,D,N,N,3,4.45,90.00,5.00,N,141.99,38.33978,-0.48942
657,1996,P,1604,APARCAMIENTO DE VEHICULOS,,,20,AB-EL-HAMET,5,,N,N,29,3.82,588.00,5.00,N,283.98,38.33978,-0.48942
1722,2001,P,3092,APARCAMIENTO DE VEHICULOS,0,2400,20,AB-EL-HAMET,7,BJ,N,N,13,2.43,415.70,5.00,N,283.98,38.33967,-0.48965
618,1997,P,1117,APARCAMIENTO DE VEHICULOS,,,20,AB-EL-HAMET,8,CENTRO,N,N,1,2.25,40.00,5.00,N,141.99,38.33978,-0.48973
1449,1997,P,1396,APARCAMIENTO DE VEHICULOS,,,20,AB-EL-HAMET,10,,N,N,18,2.40,363.48,5.00,N,283.98,38.33970,-0.48989
63,2007,P,3957,APARCAMIENTO DE VEHICULOS,0,2400,22,CIENTIFICO JAIME SANTANA,0,,N,N,22,3.50,647.00,5.00,N,202.85,38.36401,-0.42644
67,2007,P,3739,APARCAMIENTO DE VEHICULOS,0,2400,22,CIENTIFICO JAIME SANTANA,2,,N,N,90,5.01,3334.00,7.03,N,329.06,38.36401,-0.42644
88,2017,P,5797,APARCAMIENTO DE VEHICULOS,0,2400,22,CIENTIFICO JAIME SANTANA,14,,N,N,28,4.00,700.00,4.00,N,167.10,38.36565,-0.42688
7,2019,P,5935,SALIDA DE EMERGENCIA,,,22,CIENTIFICO JAIME SANTANA,14,,N,N,28,6.00,532.00,6.00,N,247.97,38.36565,-0.42688
45,2008,P,3863,APARCAMIENTO DE VEHICULOS,0,2400,24,PERIODIS. ASUNCION VALDES,0,A,N,N,42,4.80,553.32,7.00,N,329.06,38.36566,-0.42540
46,2008,P,3864,APARCAMIENTO DE VEHICULOS,0,2400,24,PERIODIS. ASUNCION VALDES,0,B,N,N,45,5.20,1660.96,7.00,N,329.06,38.36566,-0.42540
142,2009,P,4160,APARCAMIENTO DE VEHICULOS,0,2400,24,PERIODIS. ASUNCION VALDES,0,D,N,N,1,5.65,100.00,7.26,N,164.53,38.36566,-0.42540
10,2009,P,4065,SALIDA DE EMERGENCIA,0,2400,24,PERIODIS. ASUNCION VALDES,0,E,N,S,6,4.80,300.00,5.80,N,0.00,38.36566,-0.42540
159,2009,P,4132,APARCAMIENTO DE VEHICULOS,0,2400,24,PERIODIS. ASUNCION VALDES,0,F,N,N,14,5.30,308.00,6.90,N,329.06,38.36566,-0.42540
191,2015,P,5321,APARCAMIENTO DE VEHICULOS,0,2400,24,PERIODIS. ASUNCION VALDES,0,H,N,N,54,3.22,1953.41,5.00,N,202.85,38.36566,-0.42540
200,2007,P,3885,SALIDA DE EMERGENCIA,0,2400,24,PERIODIS. ASUNCION VALDES,0,,N,N,1,6.50,100.00,6.50,N,164.53,38.36566,-0.42540
88,2016,P,5515,APARCAMIENTO DE VEHICULOS,0,2400,26,FOTOGRAFO GOYO,2,,N,N,31,5.00,775.00,5.00,N,202.85,38.36458,-0.42398
102,2005,P,3611,APARCAMIENTO DE VEHICULOS,0,2400,26,FOTOGRAFO GOYO,4,,N,N,39,2.95,666.29,7.00,N,329.06,38.36496,-0.42389
100,2010,P,4412,APARCAMIENTO DE VEHICULOS,0,2400,26,FOTOGRAFO GOYO,6,,N,N,27,3.10,500.00,5.60,N,247.97,38.36539,-0.42380
17,2017,P,5754,SALIDA DE EMERGENCIA,0,2400,27,CATEDRATICO ABELARDO RIGUAL,0,,N,N,1,4.00,25.00,4.00,N,83.55,38.36341,-0.42242
18,2017,P,5755,APARCAMIENTO DE VEHICULOS,0,2400,27,CATEDRATICO ABELARDO RIGUAL,0,,N,N,252,6.25,7449.00,6.25,N,361.96,38.36341,-0.42242
222,2006,P,3665,APARCAMIENTO DE VEHICULOS,0,2400,27,CATEDRATICO ABELARDO RIGUAL,0,,N,N,24,5.01,640.00,7.00,N,329.06,38.36341,-0.42242
53,2018,P,5876,SALIDA DE EMERGENCIA,,,27,CATEDRATICO ABELARDO RIGUAL,2,EMERGEN.,N,N,1,4.50,25.00,6.50,N,164.53,38.36341,-0.42242
54,2018,P,5877,APARCAMIENTO DE VEHICULOS,,,27,CATEDRATICO ABELARDO RIGUAL,2,,N,N,180,10.70,4701.85,12.70,N,588.36,38.36341,-0.42242
58,2018,P,5889,ACCESO SERVICIOS Y EMERGENCIA,,,27,CATEDRATICO ABELARDO RIGUAL,11,,N,N,3,5.00,75.00,7.00,N,164.53,38.36554,-0.42276
59,2018,P,5888,APARCAMIENTO DE VEHICULOS,,,27,CATEDRATICO ABELARDO RIGUAL,11,,N,N,45,4.50,2360.00,6.50,N,329.06,38.36554,-0.42276
185,2008,P,3972,SALIDA DE EMERGENCIA,0,2400,27,CATEDRATICO ABELARDO RIGUAL,12,,N,N,4,5.00,100.00,7.60,N,329.06,38.36750,-0.42258
189,2015,P,5322,APARCAMIENTO DE VEHICULOS,0,2400,27,CATEDRATICO ABELARDO RIGUAL,13,,N,N,14,3.16,205.88,5.00,N,202.85,38.36591,-0.42278
201,2007,P,4466,SALIDA DE EMERGENCIA,0,2400,27,CATEDRATICO ABELARDO RIGUAL,17,,N,N,1,3.80,65.00,5.00,N,101.42,38.36743,-0.42284
11,2009,P,4066,SALIDA DE EMERGENCIA,0,2400,28,DEPORTISTA JOSE BAÑON,0,,N,S,1,3.70,50.00,4.30,N,0.00,38.36743,-0.42284
118,2007,P,3754,APARCAMIENTO DE VEHICULOS,0,2400,29,UNICEF,6,,N,N,96,5.90,3535.41,5.12,N,247.97,38.36715,-0.49022
11,2012,P,4436,APARCAMIENTO DE VEHICULOS,0,2400,30,ABAD FERNANDEZ HELGUERA,23,,N,S,8,5.00,500.00,5.00,N,0.00,38.37197,-0.48313
230,2008,P,4030,APARCAMIENTO DE VEHICULOS,0,2400,31,SAN PEDRO POVEDA,3,,N,N,37,3.00,1117.99,5.00,N,202.85,38.36543,-0.49224
205,2007,P,4038,SALIDA DE EMERGENCIA,0,2400,31,SAN PEDRO POVEDA,11,,N,N,1,3.00,70.00,4.50,N,101.42,38.36666,-0.48989
141,2011,P,4407,APARCAMIENTO DE VEHICULOS,0,2400,31,SAN PEDRO POVEDA,17,,N,N,12,3.00,160.00,5.00,N,202.85,38.36688,-0.48903
73,2008,P,3862,APARCAMIENTO DE VEHICULOS,0,2400,32,AGUSTIN JIMENEZ NAVARLAZ,1,,N,N,206,6.10,6772.20,8.00,N,361.96,38.36688,-0.48903
136,2011,P,4417,APARCAMIENTO DE VEHICULOS,0,2400,36,ALFONSO GARRIGOS,0,,N,S,10,6.00,300.00,8.00,N,0.00,38.36688,-0.48903
30,2009,P,4045,APARCAMIENTO DE VEHICULOS,0,2400,37,MEDICO RICARDO FERRE,5,7,N,N,69,3.00,2132.36,6.70,N,329.06,38.35100,-0.51118
111,2009,P,4097,APARCAMIENTO DE VEHICULOS,0,2400,37,MEDICO RICARDO FERRE,5,A,N,N,73,3.00,2156.29,6.80,N,329.06,38.35100,-0.51118
49,2009,P,4085,APARCAMIENTO DE VEHICULOS,0,2400,37,MEDICO RICARDO FERRE,22,,N,N,385,6.00,1000.00,8.00,N,361.96,38.35100,-0.51118
216,2009,P,4361,SALIDA DE EMERGENCIA,0,2400,37,MEDICO RICARDO FERRE,42,A,N,N,1,3.00,100.00,3.00,N,83.55,38.35269,-0.51454
17,2007,P,3732,APARCAMIENTO DE VEHICULOS,0,2400,37,MEDICO RICARDO FERRE,42,,N,N,203,5.90,7589.97,7.95,N,361.96,38.35269,-0.51454
215,2009,P,4365,SALIDA DE EMERGENCIA,0,2400,38,ATS PASCUAL RUIZ GALIANO,0,A,N,N,4,3.00,100.00,4.50,N,202.85,38.35269,-0.51454
128,2010,P,4352,APARCAMIENTO DE VEHICULOS,0,2400,38,ATS PASCUAL RUIZ GALIANO,0,B,N,N,61,4.80,1735.77,5.50,N,247.97,38.35269,-0.51454
129,2010,P,4351,APARCAMIENTO DE VEHICULOS,0,2400,38,ATS PASCUAL RUIZ GALIANO,0,C,N,N,164,6.75,4666.67,8.00,N,361.96,38.35269,-0.51454
105,2007,P,3733,APARCAMIENTO DE VEHICULOS,0,2400,38,ATS PASCUAL RUIZ GALIANO,0,,N,N,166,5.87,7065.91,8.13,N,407.24,38.35269,-0.51454
245,2007,P,3798,APARCAMIENTO DE VEHICULOS,0,2400,43,MEDICO ANTONIO ARROYO,0,,N,N,135,5.98,4307.63,6.75,N,361.96,38.35497,-0.51079
143,2007,P,3788,APARCAMIENTO DE VEHICULOS,0,2400,43,MEDICO ANTONIO ARROYO,2,FASE I,N,N,120,4.45,2999.25,6.40,N,361.96,38.35497,-0.51079
144,2007,P,3787,APARCAMIENTO DE VEHICULOS,0,2400,43,MEDICO ANTONIO ARROYO,2,FASE II,N,N,98,3.50,3377.43,6.17,N,329.06,38.35497,-0.51079
149,2007,P,3781,APARCAMIENTO DE VEHICULOS,0,2400,43,MEDICO ANTONIO ARROYO,20,,N,N,94,6.00,4537.62,6.57,N,329.06,38.35497,-0.51079
142,2008,P,3947,APARCAMIENTO DE VEHICULOS,0,2400,44,MEDICO PEREZ MARTORELL,3,,N,N,62,4.81,1398.81,7.00,N,329.06,38.35447,-0.50934
167,2008,P,3954,APARCAMIENTO DE VEHICULOS,0,2400,45,MEDICO ANDRES BOLDO,1,A,N,N,306,4.00,9842.00,6.00,N,272.71,38.35313,-0.50920
166,2008,P,3955,APARCAMIENTO DE VEHICULOS,0,2400,45,MEDICO ANDRES BOLDO,1,,N,N,304,6.00,9842.00,8.00,N,361.96,38.35313,-0.50920
40,2009,P,4061,APARCAMIENTO DE VEHICULOS,0,2400,45,MEDICO ANDRES BOLDO,2,,N,N,307,12.30,9074.02,14.00,N,633.64,38.35324,-0.50892
180,2008,P,3956,APARCAMIENTO DE VEHICULOS,0,2400,46,MEDICO ENRIQUE CARRATALA,0,,N,N,304,5.00,9842.00,6.80,N,361.96,38.35324,-0.50892
77,2009,P,4087,APARCAMIENTO DE VEHICULOS,0,2400,47,MEDICO PEDRO ORTS,0,,N,N,203,6.00,1000.00,7.80,N,361.96,38.35324,-0.50892
104,2007,P,3906,APARCAMIENTO DE VEHICULOS,0,2400,51,MATRONA MARIA DE GRACIA CASES PENADES,2,,N,N,157,6.07,5179.14,8.00,N,361.96,38.35161,-0.51191
30,2011,P,4366,APARCAMIENTO DE VEHICULOS,0,2400,52,HERMANO FELICISIMO RUIZ,0,,N,S,56,5.60,1110.00,8.00,N,0.00,38.35161,-0.51191
41,2010,P,4208,APARCAMIENTO DE VEHICULOS,0,2400,54,DOCT. MATILDE PEREZ JOVER,0,A,N,N,147,5.00,6372.00,7.00,N,361.96,38.35161,-0.51191
159,2008,P,3977,APARCAMIENTO DE VEHICULOS,0,2400,54,DOCT. MATILDE PEREZ JOVER,0,,N,N,128,6.00,5157.00,8.00,N,361.96,38.35161,-0.51191
123,2019,P,6023,GARAJE VEHIC.(CONCESIONARIO),,,54,DOCT. MATILDE PEREZ JOVER,0,,N,N,140,7.00,3500.00,7.00,N,361.96,38.35161,-0.51191
196,2006,P,3623,APARCAMIENTO DE VEHICULOS,0,2400,54,DOCT. MATILDE PEREZ JOVER,0,,N,N,97,6.00,1893.84,5.60,N,247.97,38.35161,-0.51191
46,2009,P,4046,APARCAMIENTO DE VEHICULOS,0,2400,55,MEDICO MANUEL ALBEROLA,0,,N,N,73,3.00,2156.28,5.00,N,202.85,38.35161,-0.51191
94,2018,P,5911,APARCAMIENTO DE VEHICULOS,,,56,SAN MARCEL. DE CHAMPAGNAT,0,S/N,S,N,629,10.00,1829.00,10.00,N,822.80,38.35161,-0.51191
95,2018,P,5912,APARCAMIENTO DE VEHICULOS,,,56,SAN MARCEL. DE CHAMPAGNAT,0,S/N,S,N,629,13.00,1829.00,15.00,N,1234.50,38.35161,-0.51191
108,2003,P,3120,APARCAMIENTO DE VEHICULOS,0,2400,100,ACTOR ARTURO LLEDO,0,A,N,N,1,2.72,26.00,5.00,N,121.70,38.33652,-0.50868
292,2002,T,377,VENTA AUTOMOVILES,800,2000,100,ACTOR ARTURO LLEDO,1,,N,N,5,4.00,430.00,4.00,N,157.10,38.33652,-0.50868
292,2002,T,379,VENTA AUTOMOVILES,800,2000,100,ACTOR ARTURO LLEDO,1,,N,N,5,4.00,430.00,4.00,N,157.10,38.33652,-0.50868
292,2002,T,378,VENTA AUTOMOVILES,800,2000,100,ACTOR ARTURO LLEDO,1,,N,N,5,4.50,430.00,4.50,N,183.91,38.33652,-0.50868
435,1996,P,144,APARCAMIENTO DE VEHICULOS,,,100,ACTOR ARTURO LLEDO,32,,N,N,10,3.00,353.00,5.00,N,243.41,38.33652,-0.50868
53474,1999,P,2280,APARCAMIENTO DE VEHICULOS,,2400,100,ACTOR ARTURO LLEDO,34,ST,N,N,63,3.58,0.00,5.00,N,243.41,38.33652,-0.50868
454,1997,P,1325,APARCAMIENTO DE VEHICULOS,,,100,ACTOR ARTURO LLEDO,37,A,N,N,46,0.00,0.00,5.00,N,243.41,38.33692,-0.50924
1264,1997,T,78,ALMACEN MERCANCIAS,800,2000,100,ACTOR ARTURO LLEDO,37,B Y C,N,N,5,7.00,63.00,7.00,N,297.50,38.33692,-0.50924
1264,1997,T,77,ALMACEN MERCANCIAS,800,2000,100,ACTOR ARTURO LLEDO,37,B Y C,N,N,5,7.00,580.00,7.00,N,297.50,38.33692,-0.50924
273,2005,P,3433,APARCAMIENTO DE VEHICULOS,0,2400,100,ACTOR ARTURO LLEDO,38,,N,N,116,5.90,3918.22,6.00,N,327.26,38.33728,-0.50931
453,1997,P,313,APARCAMIENTO DE VEHICULOS,,,100,ACTOR ARTURO LLEDO,39,,N,N,45,3.70,1125.00,5.00,N,243.41,38.33652,-0.50868
249,1997,P,1291,APARCAMIENTO DE VEHICULOS,,,100,ACTOR ARTURO LLEDO,40,,N,N,26,0.00,0.00,5.00,N,243.41,38.33786,-0.50977
536,1996,P,936,APARCAMIENTO DE VEHICULOS,,,100,ACTOR ARTURO LLEDO,41,,N,N,56,2.82,1423.00,5.00,N,243.41,38.33769,-0.50985
15,2018,P,5839,APARCAMIENTO DE VEHICULOS,,,111,MURCIA,3,,N,N,2,5.00,5.00,,N,81.13,38.37961,-0.57373
55,2005,P,3279,APARCAMIENTO DE VEHICULOS,0,2400,120,ADOLFO BLANCH,0,A,N,S,40,10.96,0.00,10.96,N,0.00,38.37961,-0.57373
138,1996,P,208,APARCAMIENTO DE VEHICULOS,,,130,ADOLFO MUÑOZ ALONSO,0,A,N,S,7,0.00,0.00,5.00,N,0.00,38.37961,-0.57373
138,1996,P,207,APARCAMIENTO DE VEHICULOS,,,130,ADOLFO MUÑOZ ALONSO,0,A,N,S,7,0.00,0.00,5.00,N,0.00,38.37961,-0.57373
487,1997,P,296,APARCAMIENTO DE VEHICULOS,,,130,ADOLFO MUÑOZ ALONSO,2,,N,N,55,2.90,1185.00,5.00,N,243.41,38.37961,-0.57373
313,2005,T,493,INST. Y MANT. AIRE Y CALOR,800,2000,140,ADRIAN PASTOR,6,BJ,N,N,3,2.96,78.00,5.00,N,76.63,38.32768,-0.51379
186,2015,P,5842,APARCAMIENTO DE VEHICULOS,0,2400,140,ADRIAN PASTOR,12,,N,N,5,6.00,118.00,6.00,N,247.97,38.32784,-0.51398
243,1998,P,1737,APARCAMIENTO DE VEHICULOS,,,140,ADRIAN PASTOR,14,BJ,N,N,4,3.77,148.00,5.00,N,202.85,38.32789,-0.51404
99,2007,P,4075,APARCAMIENTO DE VEHICULOS,0,2400,140,ADRIAN PASTOR,27,B,N,N,1,2.70,20.00,5.00,N,101.42,38.32820,-0.51459
589,2001,P,2537,APARCAMIENTO DE VEHICULOS,0,2400,140,ADRIAN PASTOR,47,49,N,N,26,3.98,791.78,5.00,N,202.85,38.32873,-0.51521
33697,1999,P,2264,APARCAMIENTO DE VEHICULOS,,2400,140,ADRIAN PASTOR,52,,N,N,1,2.54,15.00,5.00,N,101.42,38.32896,-0.51533
411,2000,P,2259,APARCAMIENTO DE VEHICULOS,0,2400,140,ADRIAN PASTOR,54,BJ,N,N,5,3.89,143.00,5.00,N,202.85,38.32902,-0.51539
20,2009,P,4186,VIVIENDA UNIFAMILIAR,0,2400,150,ADSUBIA,0,,N,N,1,3.10,28.00,5.00,N,101.42,38.36580,-0.43602
102,2017,P,5804,APARCAMIENTO DE VEHICULOS,0,2400,152,AFRODITA,0,C.ROMA,S,N,10,5.00,200.00,5.00,N,411.70,38.36580,-0.43602
33563,1999,P,2124,APARCAMIENTO DE VEHICULOS,,2400,152,AFRODITA,0,,N,N,19,2.96,446.00,5.00,N,202.85,38.36580,-0.43602
223,2006,P,3664,APARCAMIENTO DE VEHICULOS,0,2400,152,AFRODITA,3,,N,N,28,3.70,878.00,5.70,N,247.97,38.36580,-0.43602
215,2003,P,3033,APARCAMIENTO DE VEHICULOS,0,2400,152,AFRODITA,6,,N,N,94,4.60,2100.00,5.00,N,202.85,38.36635,-0.43650
266,2000,P,2429,APARCAMIENTO DE VEHICULOS,0,2400,152,AFRODITA,8,,N,N,16,3.15,0.00,5.00,N,202.85,38.36648,-0.43671
3216,2001,P,3025,APARCAMIENTO DE VEHICULOS,0,2400,160,AGOST,2,A,N,N,2,2.60,88.00,5.00,N,121.70,38.35395,-0.48231
30546,1999,P,2143,APARCAMIENTO DE VEHICULOS,,2400,160,AGOST,17,,N,N,3,3.14,120.00,5.00,N,121.70,38.35449,-0.47993
43527,1999,P,2177,APARCAMIENTO DE VEHICULOS,,2400,160,AGOST,21,DR,N,N,2,3.04,85.00,5.00,N,121.70,38.35452,-0.47978
38582,1999,P,2148,APARCAMIENTO DE VEHICULOS,,2400,160,AGOST,22,,N,N,5,3.87,191.00,5.00,N,243.41,38.35448,-0.47958
132,2011,P,4431,APARCAMIENTO DE VEHICULOS,0,2400,160,AGOST,23,,N,N,2,2.90,76.26,5.00,N,121.70,38.35454,-0.47968
51,2009,P,4081,APARCAMIENTO DE VEHICULOS,0,2400,177,RINCON DE LEON,0,,N,N,153,4.60,5695.16,7.00,N,361.96,38.35454,-0.47968
11301,1999,P,2067,APARCAMIENTO DE VEHICULOS,,,180,AGUAS DE SAX,5,,N,N,35,2.78,1415.00,5.00,N,243.41,38.36022,-0.49351
72,2010,P,4281,APARCAMIENTO DE VEHICULOS,0,2400,180,AGUAS DE SAX,8,,N,N,30,10.00,2728.00,12.00,N,592.46,38.36022,-0.49351
209,2003,P,3030,APARCAMIENTO DE VEHICULOS,0,2400,180,AGUAS DE SAX,15,,N,N,9,4.00,295.00,5.00,N,243.41,38.36059,-0.49388
120,2008,P,3945,APARCAMIENTO DE VEHICULOS,0,2400,180,AGUAS DE SAX,17,,N,N,80,3.60,4930.94,5.80,N,297.51,38.36074,-0.49403
129,2018,P,5927,APARCAMIENTO DE VEHICULOS,,,181,LA LUCRECIA,20,-22P8SZA,N,N,10,8.00,250.00,10.00,S,493.66,38.34699,-0.53901
37,2019,T,1581,APARCAMIENTO DE VEHICULOS,,,181,LA LUCRECIA,26,,N,N,4,10.00,100.00,10.00,S,372.30,38.34743,-0.53878
128,2018,P,5929,APARCAMIENTO DE VEHICULOS,,,181,LA LUCRECIA,34,PO.8 SZA,N,N,26,5.00,715.00,7.00,S,394.86,38.34845,-0.53833
96,2012,P,4565,APARCAMIENTO DE VEHICULOS,0,2400,182,PADRE ARRUPE,0,,N,N,30,5.00,1350.00,7.50,N,394.86,38.35737,-0.46759
77,2017,P,5792,APARCAMIENTO DE VEHICULOS,0,2400,182,PADRE ARRUPE,14,,N,N,96,4.00,2233.25,4.00,N,200.51,38.35737,-0.46759
653,2015,P,5406,APARCAMIENTO DE VEHICULOS,0,2400,182,PADRE ARRUPE,16,,N,N,67,4.00,1527.00,4.00,N,200.51,38.35772,-0.46708
85,2017,P,5794,APARCAMIENTO DE VEHICULOS,0,2400,182,PADRE ARRUPE,18,,N,N,50,4.00,1107.68,4.00,N,200.51,38.35812,-0.46650
279,2014,P,4789,APARCAMIENTO DE VEHICULOS,0,2400,182,PADRE ARRUPE,20,,N,N,108,5.60,2916.46,7.60,N,434.35,38.35737,-0.46759
34,2012,P,4447,APARCAMIENTO DE VEHICULOS,0,2400,182,PADRE ARRUPE,22,,N,N,80,3.50,2772.14,8.00,N,394.86,38.35867,-0.46540
289,1997,P,988,APARCAMIENTO DE VEHICULOS,,,200,AGUILA,1,1 BIS,N,N,21,3.10,475.00,5.00,N,243.41,38.34540,-0.51540
214,2008,P,3988,APARCAMIENTO DE VEHICULOS,0,2400,200,AGUILA,1,A,N,N,35,3.60,1216.82,5.40,N,297.51,38.34540,-0.51540
237,1996,T,180,ALMC.MAQUIN.Y REPTOS.HOSTELER.,800,2000,200,AGUILA,1,,N,N,5,3.00,207.00,3.00,N,157.10,38.34540,-0.51540
176,2004,P,3203,APARCAMIENTO DE VEHICULOS,0,2400,200,AGUILA,3,,N,N,33,3.00,1101.79,5.00,N,243.41,38.34564,-0.51535
353,1998,P,1791,APARCAMIENTO DE VEHICULOS,,,200,AGUILA,5,1,N,N,4,2.84,127.00,5.00,N,243.41,38.34603,-0.51529
690,1998,T,247,"COMERCIO MAYOR CAFE, INFUSION.",800,2000,200,AGUILA,5,BJ,N,N,4,2.99,115.00,2.99,N,157.10,38.34603,-0.51529
116,2019,T,1598,ALMACEN DE MATERIAL ELECTRICO,,,200,AGUILA,9,3,N,N,1,4.50,25.00,4.50,N,91.95,38.34630,-0.51524
7,1997,P,960,APARCAMIENTO DE VEHICULOS,,,200,AGUILA,9,BJ-LC.1,N,N,17,2.73,0.00,5.00,N,243.41,38.34630,-0.51524
291,1997,T,146,VENTA AL MAYOR PROD.ALIMENTIC.,800,2000,200,AGUILA,9,IZQ,N,N,9,7.96,165.00,7.96,N,297.50,38.34630,-0.51524
27310,1999,P,2087,APARCAMIENTO DE VEHICULOS,,,200,AGUILA,10,,N,N,2,2.48,48.70,5.00,N,121.70,38.34624,-0.51513
675,1996,T,1542,APARCAMIENTO DE VEHICULOS,,,200,AGUILA,11,,N,N,6,3.97,6.00,6.00,N,221.77,38.34656,-0.51520
1410,1997,T,166,TALLER MECANICO,800,2000,200,AGUILA,12,,N,N,8,3.32,247.00,3.32,N,157.10,38.34635,-0.51511
1409,1997,T,70,TALLER MECANICO,800,2000,200,AGUILA,16,,N,N,7,2.95,177.00,2.95,N,157.10,38.34654,-0.51508
1572,1997,P,1535,APARCAMIENTO DE VEHICULOS,,,200,AGUILA,19,,N,N,6,2.50,132.20,5.00,N,243.41,38.34706,-0.51512
874,1997,T,34,TALLER MECANICO,800,2000,200,AGUILA,25,,N,N,35,3.85,900.00,6.00,N,221.77,38.34740,-0.51506
65,1999,P,1993,APARCAMIENTO DE VEHICULOS,,,200,AGUILA,41,,N,N,20,2.98,592.72,5.00,N,243.41,38.34932,-0.51486
1200,1997,P,704,APARCAMIENTO DE VEHICULOS,,,200,AGUILA,43,,N,N,40,3.20,1000.00,5.00,N,243.41,38.34947,-0.51484
387,1996,T,14,VENTA AUTOMOVILES,800,2000,210,AGUILERA,4,,N,N,30,3.02,330.00,3.02,N,183.80,38.34328,-0.49672
113,2017,P,5822,APARCAMIENTO DE VEHICULOS,0,2400,210,AGUILERA,14,,N,N,49,6.00,1338.70,6.00,N,347.09,38.34328,-0.49672
187,1998,P,1861,APARCAMIENTO DE VEHICULOS,,,210,AGUILERA,16,,N,N,5,2.12,101.00,5.00,N,283.98,38.34326,-0.49695
