REGISTRO,ANO,TIPO,NUMERO,ACTIVIDAD,HORA_INI,HORA_FIN,CCODVIA,NOMBRE,C_NUMERO,C_BIS,CON_USU_DE_ROTACION,EXENTO,PLAZAS,ANCHO_PUERTA,SUPERFICIE,ZONA_OCUPA_MAXIMA,POLIGONO_INDUSTRIAL,IMPORTE,LAT123,LONG122
74,2006,P,3553,APARCAMIENTO DE VEHICULOS,0,2400,2935,GASPAR TATO,15,,N,N,9,3.75,263.95,4.00,N,200.51,38.34691,-0.49792
344,1996,P,74,APARCAMIENTO DE VEHICULOS,,,2935,GASPAR TATO,22,,N,N,2,2.96,60.00,5.00,N,121.70,38.34723,-0.49765
663,2015,P,5410,APARCAMIENTO DE VEHICULOS,0,2400,2935,GASPAR TATO,24,,N,N,2,3.50,70.00,4.00,N,100.25,38.34727,-0.49762
409,1997,P,216,APARCAMIENTO DE VEHICULOS,,,2935,GASPAR TATO,25,,N,N,3,3.85,105.00,5.00,N,121.70,38.34725,-0.49773
120,2016,P,5494,APARCAMIENTO DE VEHICULOS,0,2400,2935,GASPAR TATO,26,,N,N,2,4.00,50.00,4.00,N,100.25,38.34733,-0.49759
68,2016,P,5454,APARCAMIENTO DE VEHICULOS,0,2400,2935,GASPAR TATO,27,,N,N,3,4.00,75.00,4.00,N,100.25,38.34730,-0.49771
76,2004,P,3151,VIVIENDA UNIFAMILIAR,0,2400,2935,GASPAR TATO,28,,N,N,2,3.48,47.00,5.00,N,121.70,38.34740,-0.49755
1794,2001,P,2729,APARCAMIENTO DE VEHICULOS,0,2400,2935,GASPAR TATO,35,,N,N,2,2.94,93.00,5.00,N,121.70,38.34750,-0.49760
665,2015,P,5411,APARCAMIENTO DE VEHICULOS,0,2400,2935,GASPAR TATO,37,,N,N,2,3.10,95.52,4.00,N,100.25,38.34754,-0.49757
357,1996,P,93,APARCAMIENTO DE VEHICULOS,,,2935,GASPAR TATO,39,,N,N,1,2.72,67.00,5.00,N,121.70,38.34760,-0.49755
24,2009,P,4173,APARCAMIENTO DE VEHICULOS,0,2400,2935,,41,43,N,N,11,2.30,600.00,3.50,N,200.51,0,0
215,2016,P,5617,APARCAMIENTO DE VEHICULOS,0,2400,2935,GASPAR TATO,44,,N,N,3,4.00,75.00,4.00,N,100.25,38.34783,-0.49732
936,1997,P,1472,APARCAMIENTO DE VEHICULOS,,,2935,GASPAR TATO,45,,N,N,3,2.66,41.00,5.00,N,121.70,38.34775,-0.49747
3153,2001,P,2814,APARCAMIENTO DE VEHICULOS,0,2400,2940,GASSET Y ARTIME,4,,N,N,2,3.65,85.00,5.00,N,121.70,38.35763,-0.48075
1133,1997,P,693,APARCAMIENTO DE VEHICULOS,,,2940,GASSET Y ARTIME,8,DCHA,N,N,4,3.05,89.00,5.00,N,243.41,38.35756,-0.48058
1134,1997,P,694,APARCAMIENTO DE VEHICULOS,,,2940,GASSET Y ARTIME,8,IZQ,N,N,11,4.32,250.00,5.00,N,243.41,38.35756,-0.48058
1631,1997,P,1621,APARCAMIENTO DE VEHICULOS,,2400,2940,GASSET Y ARTIME,10,LC-2,N,N,3,5.52,100.00,5.52,N,148.76,38.35750,-0.48044
183,2009,P,4202,APARCAMIENTO DE VEHICULOS,0,2400,2940,GASSET Y ARTIME,11,13,N,N,1,2.70,30.00,4.70,N,121.70,38.35762,-0.48048
178,2016,P,5581,APARCAMIENTO DE VEHICULOS,0,2400,2940,GASSET Y ARTIME,19,,N,N,1,3.00,44.00,4.00,N,100.25,38.35744,-0.48005
73,2017,P,5786,APARCAMIENTO DE VEHICULOS,0,2400,2940,GASSET Y ARTIME,21,,N,N,4,4.00,100.00,4.00,N,200.51,38.35741,-0.47997
130,1997,P,970,APARCAMIENTO DE VEHICULOS,,,2940,GASSET Y ARTIME,34,,N,N,33,2.85,1200.00,5.00,N,243.41,38.35689,-0.47895
216,2006,P,3658,APARCAMIENTO DE VEHICULOS,0,2400,2945,GATA DE GORGOS,3,BJ,N,N,1,2.94,16.00,4.94,N,81.13,38.36882,-0.50502
120,2004,P,3169,VIVIENDA UNIFAMILIAR,0,2400,2945,GATA DE GORGOS,11,B,N,N,1,2.69,16.00,5.00,N,81.13,38.36852,-0.50606
137,2007,P,3790,APARCAMIENTO DE VEHICULOS,0,2400,2945,GATA DE GORGOS,11,BAJO A,N,N,2,2.43,50.00,4.43,N,81.13,38.36852,-0.50606
1525,1997,P,1504,APARCAMIENTO DE VEHICULOS,,,2960,GENERAL ALDAVE,3,A,N,N,3,3.36,60.00,5.00,N,121.70,38.35374,-0.48495
819,1997,P,563,APARCAMIENTO DE VEHICULOS,,,2960,GENERAL ALDAVE,4,,N,N,3,2.63,60.00,5.00,N,121.70,38.35376,-0.48483
228,2002,P,2786,APARCAMIENTO DE VEHICULOS,0,2400,2960,GENERAL ALDAVE,7,,N,N,3,3.94,70.00,5.00,N,121.70,38.35388,-0.48495
698,1996,P,152,APARCAMIENTO DE VEHICULOS,,,2960,GENERAL ALDAVE,18,,N,N,2,2.75,60.00,5.00,N,121.70,38.35426,-0.48481
469,1997,P,242,APARCAMIENTO DE VEHICULOS,,,2960,GENERAL ALDAVE,26,,N,N,3,2.75,103.00,5.00,N,121.70,38.35463,-0.48480
1569,1997,P,1417,APARCAMIENTO DE VEHICULOS,,,2960,GENERAL ALDAVE,28,,N,N,1,2.80,38.00,5.00,N,121.70,38.35470,-0.48480
503,1996,P,875,APARCAMIENTO DE VEHICULOS,,,2960,GENERAL ALDAVE,37,,N,N,3,2.32,95.38,5.00,N,121.70,38.35516,-0.48491
613,1996,P,77,APARCAMIENTO DE VEHICULOS,,,2960,GENERAL ALDAVE,42,,N,N,4,4.97,137.00,5.00,N,243.41,38.35528,-0.48479
13016,1999,P,1976,APARCAMIENTO DE VEHICULOS,,,2960,GENERAL ALDAVE,43,,N,N,5,2.70,108.51,5.00,N,243.41,38.35539,-0.48491
929,2001,P,2552,APARCAMIENTO DE VEHICULOS,0,2400,2960,GENERAL ALDAVE,46,,N,N,7,2.75,136.63,5.00,N,243.41,38.35575,-0.48477
78,2005,T,448,TALLER MOTOS,800,2000,2965,GENERAL BONANZA,4,BJ,N,N,8,2.70,200.00,0.00,N,183.80,38.34060,-0.50147
575,1996,P,941,APARCAMIENTO DE VEHICULOS,,,2965,GENERAL BONANZA,4,,N,N,37,2.90,1058.00,5.00,N,283.98,38.34060,-0.50147
383,1997,P,1317,APARCAMIENTO DE VEHICULOS,,,2965,GENERAL BONANZA,12,SEMISOT,N,N,14,3.58,0.00,5.00,N,283.98,38.34054,-0.50260
120,2018,T,1555,ALMACEN DE MATERIALES,,,2975,GENERAL ELIZAICIN,3,,N,N,1,3.26,22.00,5.30,N,129.36,38.35521,-0.47935
28,2003,P,2912,APARCAMIENTO DE VEHICULOS,0,2400,2975,GENERAL ELIZAICIN,3,,N,N,39,2.67,0.00,6.35,N,460.68,38.35521,-0.47935
223,2007,P,3797,APARCAMIENTO DE VEHICULOS,0,2400,2975,GENERAL ELIZAICIN,34,,N,N,8,2.39,252.80,4.39,N,283.98,38.35396,-0.47815
369,1998,P,1799,APARCAMIENTO DE VEHICULOS,,,2975,GENERAL ELIZAICIN,37,,N,N,105,4.64,3571.20,5.00,N,312.37,38.35391,-0.47788
545,1998,P,1930,TALLER MECANICO,,,2975,GENERAL ELIZAICIN,38,TALLER,N,N,6,3.06,108.00,5.00,N,283.98,38.35388,-0.47806
24400,1999,P,2247,APARCAMIENTO DE VEHICULOS,,2400,2980,,0,A,N,N,18,2.68,0.00,5.00,N,162.27,0,0
686,1998,P,2010,APARCAMIENTO DE VEHICULOS,,2400,2980,,0,,N,N,14,2.82,303.93,5.00,N,162.27,0,0
1456,1997,P,746,APARCAMIENTO DE VEHICULOS,,,2980,GENERAL ESPARTERO,7,,N,N,2,2.90,90.00,5.00,N,121.70,38.35781,-0.48302
125,2019,P,6018,APARCAMIENTO DE VEHICULOS,,,2980,GENERAL ESPARTERO,9,11,N,N,4,5.75,100.00,5.75,N,297.51,38.35786,-0.48301
27,2006,P,3683,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,11,,N,N,3,3.00,75.00,5.00,N,121.70,38.35792,-0.48301
347,1997,P,998,APARCAMIENTO DE VEHICULOS,,,2980,GENERAL ESPARTERO,21,,N,N,3,2.55,82.00,5.00,N,121.70,38.35820,-0.48298
369,2016,P,5735,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,24,26,N,N,4,6.00,100.00,6.00,N,297.51,38.35839,-0.48284
234,2009,P,4342,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,24,,N,N,3,3.50,103.36,5.40,N,148.76,38.35839,-0.48284
152,2010,P,4418,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,28,,N,N,2,3.00,48.95,5.00,N,121.70,38.35852,-0.48283
162,2010,P,4333,ALMACEN DE MATERIAL ELECTRICO,0,2400,2980,GENERAL ESPARTERO,32,34,N,N,3,3.00,120.00,5.00,N,121.70,38.35864,-0.48281
45,1999,P,1996,APARCAMIENTO DE VEHICULOS,,,2980,GENERAL ESPARTERO,35,,N,N,3,4.67,92.18,5.00,N,121.70,38.35867,-0.48294
26722,1999,P,2154,APARCAMIENTO DE VEHICULOS,,2400,2980,GENERAL ESPARTERO,39,41,N,N,10,2.80,227.16,5.00,N,243.41,38.35879,-0.48293
123,2009,P,4126,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,42,,N,N,72,5.30,1300.00,7.40,N,394.86,38.35898,-0.48279
45,1997,P,1081,APARCAMIENTO DE VEHICULOS,,,2980,GENERAL ESPARTERO,47,,N,N,4,4.24,99.00,5.00,N,243.41,38.35907,-0.48291
187,2016,P,5590,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,58,,N,N,3,4.00,160.00,4.00,N,100.25,38.35975,-0.48273
188,2016,P,5591,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,60,,N,N,2,3.50,106.00,4.00,N,100.25,38.35982,-0.48273
34,2017,T,1493,ACTIVIDAD COMERCIAL,800,2000,2980,GENERAL ESPARTERO,62,,N,N,5,2.50,74.00,4.00,N,157.10,38.35989,-0.48273
302,2003,P,3240,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,63,,N,N,1,2.92,34.00,7.00,N,197.43,38.35979,-0.48286
227,2016,T,1410,LAVADERO DE COCHES,800,2000,2980,,68,,N,N,3,4.00,125.00,4.00,N,78.55,0,0
472,1997,P,241,APARCAMIENTO DE VEHICULOS,,,2980,GENERAL ESPARTERO,85,1,N,N,14,2.76,404.00,5.00,N,243.41,38.36093,-0.48282
46,2007,P,3859,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,92,,N,N,16,2.45,402.00,6.00,N,297.51,38.36245,-0.48276
46,2007,P,3858,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,92,,N,N,16,2.45,355.00,6.00,N,297.51,38.36245,-0.48276
1725,1997,P,1587,APARCAMIENTO DE VEHICULOS,,,2980,GENERAL ESPARTERO,95,,N,N,3,2.59,114.00,5.00,N,121.70,38.36181,-0.48283
112,2010,P,4274,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,102,,N,N,15,3.00,260.00,5.00,N,243.41,38.36267,-0.48251
112,2010,P,4273,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,102,,N,N,20,2.20,385.00,6.00,N,297.51,38.36267,-0.48251
240,2004,P,3930,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,108,,N,N,35,3.50,552.00,5.50,N,297.51,38.36275,-0.48278
64,2012,T,556,INST.ELECTRICAS,800,2000,2980,GENERAL ESPARTERO,115,B,N,N,6,3.18,70.00,5.00,N,183.91,38.36285,-0.48291
105,2003,P,3002,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,115,,N,N,12,2.82,0.00,5.00,N,243.41,38.36285,-0.48291
31,2006,P,3495,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,142,,N,N,20,2.90,1001.00,4.00,N,167.10,38.36668,-0.48309
131,2005,P,3345,APARCAMIENTO DE VEHICULOS,0,2400,2980,GENERAL ESPARTERO,144,,N,N,28,3.00,890.37,5.00,N,202.85,38.36687,-0.48311
138,1999,P,2047,APARCAMIENTO DE VEHICULOS,,,2980,,149,,N,N,3,0.00,60.00,5.00,N,101.42,0,0
355,1998,P,1656,APARCAMIENTO DE VEHICULOS,,2400,2990,,0,,N,N,19,2.77,546.00,5.00,N,283.98,0,0
524,1996,P,886,APARCAMIENTO DE VEHICULOS,,,3000,GENERAL LACY,5,,N,N,72,3.68,2180.00,7.00,N,460.68,38.34389,-0.49176
414,1996,P,191,APARCAMIENTO DE VEHICULOS,,,3000,GENERAL LACY,9,DCHA,N,N,47,2.54,0.00,5.00,N,283.98,38.34412,-0.49193
808,1997,P,557,APARCAMIENTO DE VEHICULOS,,,3000,GENERAL LACY,9,IZQ,N,N,42,2.92,0.00,5.00,N,283.98,38.34412,-0.49193
80,1998,P,1516,APARCAMIENTO DE VEHICULOS,,2400,3000,GENERAL LACY,19,,N,N,40,3.14,957.00,5.00,N,283.98,38.34488,-0.49248
80,1998,P,1515,APARCAMIENTO DE VEHICULOS,,2400,3000,GENERAL LACY,19,,N,N,40,3.13,957.00,5.00,N,283.98,38.34488,-0.49248
645,1998,P,1892,APARCAMIENTO DE VEHICULOS,,,3005,GENERAL MANCHA,7,,N,N,5,2.34,165.88,5.00,N,243.41,38.34821,-0.49352
59,2019,P,5969,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,3,,N,N,71,5.70,1034.00,5.70,N,347.09,38.34656,-0.49137
149,1998,P,1552,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,6,,N,N,18,3.00,300.00,5.00,N,283.98,38.34679,-0.49097
964,1997,P,1019,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,8,,N,N,14,2.43,250.00,5.00,N,283.98,38.34690,-0.49105
1042,1997,P,408,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,11,,N,N,22,2.68,0.00,5.00,N,283.98,38.34714,-0.49178
677,1997,P,774,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,15,,N,N,18,2.70,0.00,5.00,N,283.98,38.34728,-0.49188
2950,2000,P,2358,APARCAMIENTO DE VEHICULOS,0,2400,3010,GENERAL MARVA,16,,N,N,14,3.00,468.00,5.00,N,283.98,38.34741,-0.49142
656,1997,P,189,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,18,,N,N,16,2.36,412.00,5.00,N,283.98,38.34750,-0.49149
1798,2001,P,2645,APARCAMIENTO DE VEHICULOS,0,2400,3010,GENERAL MARVA,20,A,N,N,19,3.22,0.00,5.00,N,283.98,38.34766,-0.49161
738,1997,P,264,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,20,,N,N,452,4.10,9000.00,5.00,N,312.37,38.34766,-0.49161
14182,1999,P,2157,APARCAMIENTO DE VEHICULOS,,2400,3010,GENERAL MARVA,23,,N,N,5,2.20,131.36,5.00,N,243.41,38.34797,-0.49238
809,1997,P,558,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,25,,N,N,10,2.32,286.00,5.00,N,243.41,38.34805,-0.49244
51,2010,P,4225,APARCAMIENTO DE VEHICULOS,0,2400,3010,GENERAL MARVA,26,,N,N,6,2.50,175.00,4.50,N,243.41,38.34818,-0.49198
62,2004,P,3675,APARCAMIENTO DE VEHICULOS,0,2400,3010,GENERAL MARVA,27,,N,N,1,2.70,30.00,4.70,N,121.70,38.34813,-0.49250
66,2007,P,3721,APARCAMIENTO DE VEHICULOS,0,2400,3010,,31,33,N,N,14,2.30,210.83,4.54,N,243.41,0,0
167,1996,P,1,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,34,,N,N,31,7.60,0.00,7.60,N,394.86,38.34855,-0.49225
132,1997,P,1229,APARCAMIENTO DE VEHICULOS,,,3010,GENERAL MARVA,35,,N,N,6,0.00,0.00,5.00,N,243.41,38.34845,-0.49273
83,2009,T,525,VENTA RECAMBIOS AUTOS,800,2000,3010,GENERAL MARVA,39,,N,N,3,2.70,210.00,5.00,N,91.95,38.34860,-0.49284
48700,1999,P,2228,APARCAMIENTO DE VEHICULOS,,2400,3015,,0,,N,N,4,2.98,115.00,5.00,N,202.85,0,0
93,1999,P,2045,APARCAMIENTO DE VEHICULOS,,,3015,,3,,N,N,3,3.40,160.40,5.00,N,101.42,0,0
284,1998,P,1951,APARCAMIENTO DE VEHICULOS,,,3015,,50,52,N,N,11,2.46,223.00,5.00,N,202.85,0,0
284,1998,P,1952,APARCAMIENTO DE VEHICULOS,,,3015,,50,52,N,N,10,2.45,220.00,5.00,N,202.85,0,0
1210,1997,P,709,APARCAMIENTO DE VEHICULOS,,,3015,,54,B,N,N,1,3.45,35.00,5.00,N,101.42,0,0
452,1996,P,158,APARCAMIENTO DE VEHICULOS,,,3020,"ESTACION, DE LA",8,,N,N,31,2.58,954.00,5.00,N,283.98,38.34532,-0.49300
677,1996,P,1058,APARCAMIENTO DE VEHICULOS,,,3020,"ESTACION, DE LA",15,,N,N,12,2.79,291.12,5.00,N,283.98,38.34488,-0.49328
97,2005,P,3292,APARCAMIENTO DE VEHICULOS,0,2400,3020,"ESTACION, DE LA",17,19,N,N,27,2.90,1102.21,5.00,N,283.98,38.34485,-0.49337
2430,2000,P,2442,APARCAMIENTO DE VEHICULOS,0,2400,3034,GENERAL NAVARRO,2,,N,N,8,2.88,0.00,5.00,N,243.41,38.36124,-0.48408
5,2006,P,3485,APARCAMIENTO DE VEHICULOS,0,2400,3034,GENERAL NAVARRO,4,6,N,N,10,3.80,224.80,4.00,N,200.51,38.36123,-0.48418
78,2014,P,3478,APARCAMIENTO DE VEHICULOS,0,2400,3034,GENERAL NAVARRO,4,B,N,N,10,3.60,300.00,4.00,N,200.51,38.36123,-0.48418
590,1997,P,1011,APARCAMIENTO DE VEHICULOS,,,3040,,0,A,S,N,267,6.00,0.00,6.00,N,694.18,0,0
1185,1997,P,922,APARCAMIENTO DE VEHICULOS,,,3040,GENERAL O'DONNELL,11,,N,N,33,3.08,900.00,5.00,N,283.98,38.34434,-0.49091
590,1998,P,1953,APARCAMIENTO DE VEHICULOS,,,3040,GENERAL O'DONNELL,13,,N,N,10,2.75,367.16,5.00,N,283.98,38.34449,-0.49102
1104,1997,P,453,APARCAMIENTO DE VEHICULOS,,,3040,GENERAL O'DONNELL,14,,N,N,19,2.80,500.00,5.00,N,283.98,38.34457,-0.49089
449,1997,P,219,APARCAMIENTO DE VEHICULOS,,,3040,GENERAL O'DONNELL,24,,N,N,7,2.50,0.00,6.00,N,347.09,38.34526,-0.49139
564,1997,P,415,APARCAMIENTO DE VEHICULOS,,,3050,,0,A,N,N,54,2.82,1823.00,5.00,N,243.41,0,0
914,1997,P,629,APARCAMIENTO DE VEHICULOS,,,3050,,0,B,N,N,82,3.80,0.00,5.00,N,243.41,0,0
279,2005,P,3439,APARCAMIENTO DE VEHICULOS,0,2400,3050,,0,D,N,N,111,2.75,3458.80,4.00,N,220.56,0,0
37,2014,P,5405,APARCAMIENTO DE VEHICULOS,0,2400,3050,,0,,N,N,3,2.90,100.00,4.00,N,100.25,0,0
555,1996,P,784,APARCAMIENTO DE VEHICULOS,,,3050,GENERAL PINTOS,1,,N,N,4,2.64,146.00,5.00,N,243.41,38.35606,-0.48733
332,2000,P,2222,APARCAMIENTO DE VEHICULOS,0,2400,3050,GENERAL PINTOS,2,,N,N,4,2.47,127.00,5.00,N,243.41,38.35612,-0.48719
114,2017,P,5807,APARCAMIENTO DE VEHICULOS,0,2400,3050,GENERAL PINTOS,15,BAJO,N,N,5,2.74,554.00,2.74,N,200.51,38.35731,-0.48743
584,1997,P,419,APARCAMIENTO DE VEHICULOS,,,3050,GENERAL PINTOS,17,,N,N,32,3.17,719.00,5.00,N,243.41,38.35841,-0.48752
1586,1997,P,1655,APARCAMIENTO DE VEHICULOS,,,3050,GENERAL PINTOS,24,26,N,N,71,4.05,1393.00,5.00,N,243.41,38.35955,-0.48749
498,1998,P,2043,APARCAMIENTO DE VEHICULOS,,,3050,GENERAL PINTOS,25,27,N,N,25,2.70,926.00,5.00,N,243.41,38.35965,-0.48796
351,1998,P,1902,APARCAMIENTO DE VEHICULOS,,,3055,GENERAL POLAVIEJA,21,,N,N,206,3.98,0.00,5.00,N,267.75,38.35834,-0.47929
1218,1997,P,1378,APARCAMIENTO DE VEHICULOS,,,3055,GENERAL POLAVIEJA,38,,N,N,21,0.00,0.00,5.00,N,243.41,38.35786,-0.47832
254,1997,P,1295,APARCAMIENTO DE VEHICULOS,,,3055,GENERAL POLAVIEJA,40,,N,N,3,0.00,113.00,5.00,N,121.70,38.35779,-0.47814
366,1997,P,1313,APARCAMIENTO DE VEHICULOS,,,3060,GENERAL PRIM,1,,N,N,11,2.70,325.00,6.60,N,394.86,38.35634,-0.48767
355,1996,P,92,APARCAMIENTO DE VEHICULOS,,,3060,GENERAL PRIM,2,,N,N,25,2.93,705.88,5.00,N,243.41,38.35652,-0.48751
176,2005,P,3644,APARCAMIENTO DE VEHICULOS,0,2400,3060,GENERAL PRIM,6,DRA.,N,N,2,3.96,60.00,6.60,N,197.43,38.35643,-0.48770
2435,2000,P,2513,APARCAMIENTO DE VEHICULOS,0,2400,3060,GENERAL PRIM,9,,N,N,10,2.34,0.00,5.00,N,243.41,38.35587,-0.48867
165,2015,P,5111,ALMACEN MERCANCIAS,0,2400,3060,GENERAL PRIM,10,,N,N,1,5.00,70.00,5.00,N,121.70,38.35624,-0.48812
491,1997,P,236,APARCAMIENTO DE VEHICULOS,,,3060,GENERAL PRIM,12,,N,N,8,2.86,208.00,5.00,N,243.41,38.35618,-0.48824
615,1998,P,1988,ALMACEN MERC. Y APARCAMIENTO,,2400,3060,GENERAL PRIM,20,,N,N,11,3.70,384.00,5.00,N,243.41,38.35580,-0.48909
1675,1997,P,1224,APARCAMIENTO DE VEHICULOS,,,3080,,0,A,N,N,17,0.00,0.00,5.00,N,243.41,0,0
100,2006,T,481,TALLER MECANICO,800,2000,3080,,0,C,N,N,8,5.25,200.00,7.25,N,297.50,0,0
100,2006,T,482,TALLER MECANICO,800,2000,3080,,0,C,N,N,8,2.70,200.00,5.00,N,183.91,0,0
100,2006,T,483,TALLER MECANICO,800,2000,3080,,0,C,N,N,8,2.99,200.00,5.00,N,183.91,0,0
144,2010,P,4324,APARCAMIENTO DE VEHICULOS,0,2400,3080,GENERAL ROS DE OLANO,3,5,N,N,12,4.00,800.00,5.00,N,243.41,38.36068,-0.48420
1072,1997,T,75,TALLER MECANICO,800,2000,3080,GENERAL ROS DE OLANO,3,,N,N,4,3.97,130.00,3.97,N,157.10,38.36068,-0.48420
1071,1997,T,162,TALLER MECANICO,800,2000,3080,,5,,N,N,4,3.64,215.00,3.64,N,157.10,0,0
55,1998,P,1653,APARCAMIENTO DE VEHICULOS,,,3080,GENERAL ROS DE OLANO,6,BJ,N,N,3,2.43,117.00,5.00,N,121.70,38.36078,-0.48428
155,2011,P,4414,APARCAMIENTO DE VEHICULOS,0,2400,3080,GENERAL ROS DE OLANO,7,9,N,N,18,2.20,440.00,4.00,N,200.51,38.36068,-0.48431
388,1998,P,1880,APARCAMIENTO DE VEHICULOS,,,3080,GENERAL ROS DE OLANO,11,,N,N,9,3.63,243.00,5.00,N,243.41,38.36068,-0.48447
1608,1997,P,1193,COLEGIO,,2400,3080,GENERAL ROS DE OLANO,20,,N,S,10,0.00,0.00,5.00,N,0.00,38.36073,-0.48589
125,1997,P,388,APARCAMIENTO DE VEHICULOS,,,3094,,0,A,N,N,20,5.06,0.00,5.06,N,297.51,0,0
530,1996,P,1236,COM.MEN.DE TODA CLASE MAQUINAR,,,3095,GENERAL SERRANO,6,,N,N,20,3.23,500.00,5.00,N,243.41,38.35427,-0.48151
410,2002,P,2909,APARCAMIENTO DE VEHICULOS,0,2400,3095,GENERAL SERRANO,17,,N,N,5,2.46,130.00,5.00,N,243.41,38.35499,-0.48160
412,2002,P,3999,APARCAMIENTO DE VEHICULOS,0,2400,3095,GENERAL SERRANO,19,,N,N,4,2.85,125.00,4.00,N,200.51,38.35504,-0.48160
112,2018,P,5918,APARCAMIENTO DE VEHICULOS,,,3100,GENERAL SHELLY,13,,N,N,2,3.00,73.00,5.00,N,121.70,38.35327,-0.48476
228,2006,P,3693,INSTITUTO BACHILLERATO,0,2400,3126,,0,A,N,N,50,3.98,300.00,5.53,N,247.97,0,0
259,2005,P,3476,APARCAMIENTO DE VEHICULOS,0,2400,3133,,0,A,N,N,22,3.29,586.30,4.00,N,200.51,0,0
117,2005,P,3323,APARCAMIENTO DE VEHICULOS,0,2400,3133,GOLETA,3,,N,N,205,4.60,6055.98,5.00,N,267.75,38.36272,-0.42943
183,2003,P,3024,APARCAMIENTO DE VEHICULOS,0,2400,3133,GOLETA,4,BAJO,N,N,26,3.70,0.00,5.00,N,243.41,38.36197,-0.42971
139,2006,P,3726,APARCAMIENTO DE VEHICULOS,0,2400,3133,,5,7,S,N,45,3.00,1273.80,5.00,N,486.82,0,0
139,2006,P,3727,APARCAMIENTO DE VEHICULOS,0,2400,3133,,5,7,S,N,45,3.00,1273.80,5.00,N,486.82,0,0
202,2001,P,3689,APARCAMIENTO DE VEHICULOS,0,2400,3133,GOLETA,6,,N,N,50,4.50,1044.00,10.00,N,493.66,38.36199,-0.42866
107,2003,P,2963,APARCAMIENTO DE VEHICULOS,0,2400,3133,GOLETA,9,,N,N,24,3.97,1694.97,5.00,N,243.41,38.36277,-0.42745
1822,2000,P,2283,APARCAMIENTO DE VEHICULOS,0,2400,3133,GOLETA,12,.,N,N,54,3.00,902.50,5.00,N,243.41,38.36201,-0.42624
135,2007,P,3772,APARCAMIENTO DE VEHICULOS,0,2400,3133,GOLETA,17,,N,N,151,6.00,4526.90,7.88,N,434.35,38.36279,-0.42420
211,2016,T,1423,TALLER MECANICO,800,2000,3133,GOLETA,21,4,N,N,2,3.00,75.00,3.00,N,78.55,38.36279,-0.42298
126,2006,P,3566,APARCAMIENTO DE VEHICULOS,0,2400,3133,GOLETA,21,,N,N,62,3.95,2418.64,5.00,N,243.41,38.36279,-0.42298
63,2017,T,1499,ACTIVIDAD COMERCIAL,800,2000,3133,GOLETA,25,2,N,N,7,7.00,175.00,7.00,N,297.50,38.36285,-0.42095
971,1997,P,674,APARCAMIENTO DE VEHICULOS,,,3145,GONGORA,7,9,N,N,27,2.75,630.00,5.00,N,243.41,38.35876,-0.47885
884,1997,T,55,VENTA AMBULANTE,800,2000,3145,GONGORA,14,,N,N,2,2.40,67.00,2.40,N,78.55,38.35911,-0.47863
53,2003,P,3045,APARCAMIENTO DE VEHICULOS,0,2400,3145,GONGORA,20,LOCAL,N,N,2,2.38,48.00,5.00,N,121.70,38.35929,-0.47869
49,2017,P,5774,APARCAMIENTO DE VEHICULOS,0,2400,3145,GONGORA,24,,N,N,4,4.00,61.00,4.00,N,200.51,38.35906,-0.47884
2648,2001,P,2571,APARCAMIENTO DE VEHICULOS,0,2400,3160,,2,,N,N,248,6.00,5629.00,8.00,N,434.35,0,0
125,1998,P,1724,APARCAMIENTO DE VEHICULOS,,,3160,GONZALO MENGUAL,13,BJ,N,N,3,2.14,81.65,5.00,N,121.70,38.35693,-0.47496
1351,1997,P,1174,APARCAMIENTO PUBLICO,,,3160,,25,,N,N,40,0.00,0.00,5.00,N,243.41,0,0
