EXPEDIENTE,ANO_EXPE,AUTORI_D,AUTORI_H,METROS,MESAS,SILLAS,TOLDOS,SOMBRILLAS,ESTUFAS,MENU,JARDINERAS,PEATONES,DIM_MESAS,NOMBRE,DESCRIPCION,CCODVIA,NUMERO,CAT_IAE,PRECIO,LATITUD,LONGITUD
1623,2016,01/01/2019,30/06/2019,8.60,3,8,N,1,0,0,0,,,RESTAURANTE EURO KENTUCKY,HOSTELERIA Y RESTAURACION,5435,36,2,170.80,38.35002,-0.48471
1623,2016,01/07/2019,31/12/2019,8.60,3,8,N,1,0,0,0,,,RESTAURANTE EURO KENTUCKY,HOSTELERIA Y RESTAURACION,5435,36,2,170.80,38.35002,-0.48471
1624,2016,01/01/2019,31/12/2019,47.10,15,54,N,4,2,1,0,,,MISHMISH RESTAURANT,HOSTELERIA Y RESTAURACION,5520,8,4,1407.35,38.34686,-0.48365
1626,2016,01/01/2019,31/03/2019,15.21,4,16,N,0,0,0,0,,,RESTAURANTE KEBAB EL MAESTRO,HOSTELERIA Y RESTAURACION,4045,11,4,113.62,38.35770,-0.47728
1626,2016,01/04/2019,31/05/2019,33.05,8,32,N,0,0,0,0,,,RESTAURANTE KEBAB EL MAESTRO,HOSTELERIA Y RESTAURACION,4045,11,4,164.59,38.35770,-0.47728
1626,2016,13/06/2019,30/09/2019,33.05,8,33,N,0,0,0,0,,,RESTAURANTE KEBAB EL MAESTRO,HOSTELERIA Y RESTAURACION,4045,11,4,329.18,38.35770,-0.47728
1626,2016,01/10/2019,31/10/2019,33.05,8,33,N,0,0,0,0,,,RESTAURANTE KEBAB EL MAESTRO,HOSTELERIA Y RESTAURACION,4045,11,4,82.29,38.35770,-0.47728
1626,2016,01/11/2019,31/12/2019,15.21,4,16,N,0,0,0,0,,,RESTAURANTE KEBAB EL MAESTRO,HOSTELERIA Y RESTAURACION,4045,11,4,75.75,38.35770,-0.47728
1628,2016,01/01/2019,30/06/2019,58.78,15,60,N,5,0,0,0,,,PIZZERIA RESTAURANTE ESPAÑA,HOSTELERIA Y RESTAURACION,1973,2,5,444.38,,
1628,2016,01/07/2019,31/12/2019,58.78,15,60,N,5,0,0,0,,,PIZZERIA RESTAURANTE ESPAÑA,HOSTELERIA Y RESTAURACION,1973,2,5,444.38,,
1639,2016,01/06/2019,30/09/2019,40.00,11,44,N,3,0,1,0,,,RESTAURANTE LA TIENDITA CACTUS,HOSTELERIA Y RESTAURACION,5882,31,4,398.40,38.36404,-0.42550
1640,2016,01/05/2019,30/09/2019,22.72,8,22,N,2,0,0,0,,,HELADOS EL XIXONENC,"BARES, CAFETERIAS, DISCOTECAS",2356,2,4,282.86,38.36503,-0.47055
1642,2016,01/01/2019,30/04/2019,17.24,4,16,N,3,0,0,0,,,BAR NOU CISNE II (IVARS),"BARES, CAFETERIAS, DISCOTECAS",1757,16,4,171.71,38.35952,-0.50360
1648,2016,01/01/2019,30/06/2019,31.50,13,31,N,2,3,0,0,,,CAFE PUB CROMWELL'S,PUBS,4653,4,4,470.61,38.36463,-0.46977
1648,2016,01/07/2019,31/12/2019,31.50,13,31,N,2,3,0,0,,,CAFE PUB CROMWELL'S,PUBS,4653,4,4,470.61,38.36463,-0.46977
1649,2016,01/01/2019,30/04/2019,11.08,4,11,N,1,1,0,0,,,BAR CAFETERIA TXOKO,"BARES, CAFETERIAS, DISCOTECAS",4450,9,4,110.36,38.34174,-0.49644
1649,2016,01/05/2019,30/08/2019,11.08,4,11,N,1,1,0,0,,,BAR CAFETERIA TXOKO,"BARES, CAFETERIAS, DISCOTECAS",4450,9,4,110.36,38.34174,-0.49644
1649,2016,01/09/2019,31/12/2019,11.08,4,11,N,1,1,0,0,,,BAR CAFETERIA TXOKO,"BARES, CAFETERIAS, DISCOTECAS",4450,9,4,110.36,38.34174,-0.49644
1661,2016,01/01/2019,30/06/2019,41.54,10,38,N,8,0,3,0,,,CAFETERIA CHURRERIA LA GOLOSA,"BARES, CAFETERIAS, DISCOTECAS",1116,10,4,620.61,38.36186,-0.47355
1661,2016,01/07/2019,31/12/2019,41.54,10,38,N,8,0,3,0,,,CAFETERIA CHURRERIA LA GOLOSA,"BARES, CAFETERIAS, DISCOTECAS",1116,10,4,620.61,38.36186,-0.47355
1662,2016,01/01/2019,31/03/2019,7.15,4,8,N,0,0,0,0,,,BAR BODEGA POLO,"BARES, CAFETERIAS, DISCOTECAS",1325,8,5,27.03,38.36786,-0.48226
1662,2016,01/04/2019,30/09/2019,7.15,4,8,N,0,0,0,0,,,BAR BODEGA POLO,"BARES, CAFETERIAS, DISCOTECAS",1325,8,5,54.05,38.36786,-0.48226
1662,2016,01/10/2019,31/12/2019,7.15,4,8,N,0,0,0,0,,,BAR BODEGA POLO,"BARES, CAFETERIAS, DISCOTECAS",1325,8,5,27.03,38.36786,-0.48226
1664,2016,01/05/2019,30/09/2019,20.00,6,24,N,2,0,0,0,,,CAFETERIA BAR DON YOGUI,"BARES, CAFETERIAS, DISCOTECAS",4483,1,4,249.00,38.36480,-0.49815
1673,2016,01/05/2019,31/10/2019,16.00,4,16,N,3,0,0,0,,,CERVECERIA GREDOS,"BARES, CAFETERIAS, DISCOTECAS",371,35,4,239.04,38.33884,-0.50887
1677,2016,01/01/2019,30/06/2019,6.67,4,8,N,1,1,0,0,,,RESTAURANTE BULULU,HOSTELERIA Y RESTAURACION,3985,21,4,99.65,38.34508,-0.48217
1677,2016,01/07/2019,31/12/2019,6.67,4,8,N,1,1,0,0,,,RESTAURANTE BULULU,HOSTELERIA Y RESTAURACION,3985,21,4,99.65,38.34508,-0.48217
1682,2016,01/01/2019,31/07/2019,42.00,11,42,N,2,0,0,0,,,CERVECERIA CAFETERIA KARIBU,"BARES, CAFETERIAS, DISCOTECAS",1060,6,4,732.06,38.34369,-0.50943
1682,2016,01/08/2019,31/12/2019,42.00,11,42,N,2,0,0,0,,,CERVECERIA CAFETERIA KARIBU,"BARES, CAFETERIAS, DISCOTECAS",1060,6,4,522.90,38.34369,-0.50943
1683,2016,01/03/2019,31/10/2019,34.27,16,34,N,6,0,1,0,,,BOCATERIA CAFETERIA A CA MASUN,"BARES, CAFETERIAS, DISCOTECAS",3176,14,4,682.66,,
1688,2016,01/01/2019,30/06/2019,17.00,6,17,N,2,,0,0,,,RESTAURANTE FRENEZY,"BARES, CAFETERIAS, DISCOTECAS",4815,22,2,337.62,38.34145,-0.48973
1688,2016,01/07/2019,31/12/2019,17.00,6,17,N,2,,0,0,,,RESTAURANTE FRENEZY,"BARES, CAFETERIAS, DISCOTECAS",4815,22,2,337.62,38.34145,-0.48973
1693,2016,01/01/2019,28/02/2019,8.32,2,8,N,1,0,0,0,,,BAR CAFETERIA PIZZA-PIZZA,"BARES, CAFETERIAS, DISCOTECAS",5435,55,2,55.08,38.35064,-0.48493
1695,2016,01/01/2019,30/06/2019,73.00,20,72,N,4,,0,0,,"0,70 x 0,70",CERVECERIA DON CARLOS,"BARES, CAFETERIAS, DISCOTECAS",3289,17,4,1090.62,38.36812,-0.42469
1695,2016,01/07/2019,31/12/2019,73.00,20,72,N,4,,0,0,,"0,70 x 0,70",CERVECERIA DON CARLOS,"BARES, CAFETERIAS, DISCOTECAS",3289,17,4,1090.62,38.36812,-0.42469
1699,2016,01/01/2019,30/06/2019,52.00,13,52,N,3,0,0,0,,,CERVECERIA CABALLER,"BARES, CAFETERIAS, DISCOTECAS",6,20,4,776.88,38.35444,-0.51069
1699,2016,01/07/2019,31/12/2019,52.00,13,52,N,3,0,0,0,,,CERVECERIA CABALLER,"BARES, CAFETERIAS, DISCOTECAS",6,20,4,776.88,38.35444,-0.51069
1703,2016,01/01/2019,31/12/2019,25.00,13,26,N,4,2,1,0,,,CAFETERIA EL MOLI PAN Y CAFE,"BARES, CAFETERIAS, DISCOTECAS",2285,8,4,747.00,38.35950,-0.48442
1705,2016,01/01/2019,31/03/2019,57.21,14,56,N,4,0,0,0,,,RESTAURANTE TERRE,HOSTELERIA Y RESTAURACION,2700,11,1,713.98,38.34336,-0.48345
1705,2016,01/04/2019,31/12/2019,57.21,14,56,N,4,0,0,0,,,RESTAURANTE TERRE,HOSTELERIA Y RESTAURACION,2700,11,1,2141.94,38.34336,-0.48345
1707,2016,01/01/2019,31/05/2019,11.60,3,12,N,2,0,0,0,,,RESTAURANTE DERVES KEBAB,HOSTELERIA Y RESTAURACION,5170,37,4,144.42,38.34801,-0.49401
1707,2016,14/06/2019,31/12/2019,11.60,3,12,N,2,0,0,0,,,RESTAURANTE DERVES KEBAB,HOSTELERIA Y RESTAURACION,5170,37,4,202.19,38.34801,-0.49401
1708,2016,01/01/2019,30/06/2019,43.50,10,40,N,2,0,0,4,,,BAR TABERNA EL MOS,"BARES, CAFETERIAS, DISCOTECAS",2700,16,1,1085.76,38.34303,-0.48428
1708,2016,01/07/2019,31/12/2019,43.50,10,40,N,2,0,0,4,,,BAR TABERNA EL MOS,"BARES, CAFETERIAS, DISCOTECAS",2700,16,1,1085.76,38.34303,-0.48428
1711,2016,01/01/2019,30/04/2019,15.64,4,16,N,2,0,0,0,,,CAFETERIA CERVECERIA JM&A,"BARES, CAFETERIAS, DISCOTECAS",4545,37,4,155.77,,
1711,2016,01/05/2019,30/10/2019,15.64,4,16,N,2,0,0,0,,,CAFETERIA CERVECERIA JM&A,"BARES, CAFETERIAS, DISCOTECAS",4545,37,4,233.66,,
1711,2016,01/11/2019,31/12/2019,15.64,4,16,N,2,0,0,0,,,CAFETERIA CERVECERIA JM&A,"BARES, CAFETERIAS, DISCOTECAS",4545,37,4,77.89,,
1718,2016,01/01/2019,30/04/2019,23.95,6,24,N,2,,0,0,,,RESTAURANTE EL MERENGUE,HOSTELERIA Y RESTAURACION,520,44,2,317.10,38.34662,-0.48945
1718,2016,01/05/2019,31/08/2019,23.95,6,24,N,2,,0,0,,,RESTAURANTE EL MERENGUE,HOSTELERIA Y RESTAURACION,520,44,2,317.10,38.34662,-0.48945
1718,2016,01/09/2019,31/12/2019,23.95,6,24,N,2,,0,0,,,RESTAURANTE EL MERENGUE,HOSTELERIA Y RESTAURACION,520,44,2,317.10,38.34662,-0.48945
1720,2016,01/07/2019,31/12/2019,7.35,3,9,N,2,,1,0,,,BAR BRRUGE,"BARES, CAFETERIAS, DISCOTECAS",3190,4,4,109.81,38.34504,-0.48001
1721,2016,01/01/2019,31/05/2019,64.00,16,64,N,6,0,2,0,,,RESTAURANTE CASA GARCIA,HOSTELERIA Y RESTAURACION,2272,2,4,796.80,38.36456,-0.43140
1721,2016,01/06/2019,31/12/2019,64.00,16,64,N,6,0,2,0,,,RESTAURANTE CASA GARCIA,HOSTELERIA Y RESTAURACION,2272,2,4,1115.52,38.36456,-0.43140
1722,2016,01/01/2019,05/05/2019,25.92,8,32,S,,3,1,0,,,BAR CAFETERIA BON PROFIT EXPLANADA,"BARES, CAFETERIAS, DISCOTECAS",2700,27,1,654.48,,
1722,2016,28/05/2019,31/12/2019,25.92,8,32,S,0,3,1,0,,,BAR CAFETERIA BON PROFIT EXPLANADA,"BARES, CAFETERIAS, DISCOTECAS",2700,27,1,1047.17,,
1724,2016,14/01/2019,30/04/2019,18.48,5,18,N,4,0,0,0,,,PANADERIA CAFETERIA GALVAÑ,"BARES, CAFETERIAS, DISCOTECAS",3133,25,4,184.06,38.36285,-0.42095
1724,2016,01/05/2019,31/08/2019,18.48,5,18,N,4,0,0,0,,,PANADERIA CAFETERIA GALVAÑ,"BARES, CAFETERIAS, DISCOTECAS",3133,25,4,184.06,38.36285,-0.42095
1724,2016,01/09/2019,31/12/2019,18.48,5,18,N,4,0,0,0,,,PANADERIA CAFETERIA GALVAÑ,"BARES, CAFETERIAS, DISCOTECAS",3133,25,4,184.06,38.36285,-0.42095
1726,2016,01/01/2019,30/04/2019,20.91,9,24,N,2,2,2,0,,,HELADERIA CAFETERIA YOG & BLUFFIN,"BARES, CAFETERIAS, DISCOTECAS",5290,10,4,208.26,38.34549,-0.48594
1726,2016,01/05/2019,31/08/2019,20.91,9,24,N,2,2,2,0,,,HELADERIA CAFETERIA YOG & BLUFFIN,"BARES, CAFETERIAS, DISCOTECAS",5290,10,4,208.26,38.34549,-0.48594
1726,2016,01/09/2019,31/12/2019,20.91,9,24,N,2,2,2,0,,,HELADERIA CAFETERIA YOG & BLUFFIN,"BARES, CAFETERIAS, DISCOTECAS",5290,10,4,208.26,38.34549,-0.48594
1727,2016,01/05/2019,31/08/2019,11.50,3,12,N,2,,0,0,,,CAFETERIA MOZART,"BARES, CAFETERIAS, DISCOTECAS",4592,5,4,114.54,38.36148,-0.48694
1727,2016,01/09/2019,31/12/2019,11.50,3,12,N,2,,0,0,,,CAFETERIA MOZART,"BARES, CAFETERIAS, DISCOTECAS",4592,5,4,114.54,38.36148,-0.48694
1728,2016,01/03/2019,30/06/2019,7.09,4,8,N,0,0,0,0,,,PUB LA COVA DEL LLADRE,PUBS,6067,8,4,70.62,38.16659,-0.48150
1728,2016,01/07/2019,31/12/2019,7.09,4,8,N,0,0,0,0,,,PUB LA COVA DEL LLADRE,PUBS,6067,8,4,105.92,38.16659,-0.48150
1730,2016,01/01/2019,31/07/2019,23.56,6,23,N,3,0,0,0,,,BAR LOS HERMANOS,"BARES, CAFETERIAS, DISCOTECAS",532,7,4,410.65,38.33969,-0.50205
1730,2016,01/08/2019,31/12/2019,23.56,6,23,N,3,0,0,0,,,BAR LOS HERMANOS,"BARES, CAFETERIAS, DISCOTECAS",532,7,1,490.05,38.33969,-0.50205
1732,2016,01/01/2019,31/12/2019,8.24,3,12,N,0,1,1,0,,,RESTAURANTE THAI CORNER,HOSTELERIA Y RESTAURACION,3090,12,4,246.21,38.34594,-0.48314
1733,2016,01/01/2019,31/12/2019,21.42,6,24,N,2,2,0,0,,,KOKI CERVECERIA,"BARES, CAFETERIAS, DISCOTECAS",5390,5,4,640.03,38.34599,-0.48273
1742,2016,01/01/2019,30/04/2019,72.00,18,72,N,6,0,0,0,,,RESTAURANTE RAWANDUZ,HOSTELERIA Y RESTAURACION,345,3,4,717.12,38.36678,-0.47168
1742,2016,01/05/2019,31/08/2019,72.00,18,72,N,6,0,0,0,,,RESTAURANTE RAWANDUZ,HOSTELERIA Y RESTAURACION,345,3,4,717.12,38.36678,-0.47168
1743,2016,01/01/2019,31/05/2019,7.77,3,6,N,2,0,0,0,,,PANADERIA CAFETERIA EL MOLI PAN Y CAFE,"BARES, CAFETERIAS, DISCOTECAS",3020,27,1,161.62,38.34456,-0.49415
1743,2016,01/06/2019,31/12/2019,7.77,3,6,N,1,0,0,0,,,PANADERIA CAFETERIA EL MOLI PAN Y CAFE,"BARES, CAFETERIAS, DISCOTECAS",3020,27,1,226.26,38.34456,-0.49415
1744,2016,01/11/2018,31/12/2019,49.00,13,49,N,4,3,0,0,,,BAR CAFETERIA AL - ANDALUS,"BARES, CAFETERIAS, DISCOTECAS",5525,3,4,244.02,38.34724,-0.50094
1744,2016,01/01/2019,28/02/2019,49.00,13,49,N,4,3,0,0,,,BAR CAFETERIA AL - ANDALUS,"BARES, CAFETERIAS, DISCOTECAS",5525,3,4,244.02,38.34724,-0.50094
1744,2016,01/03/2019,30/06/2019,49.00,13,49,N,4,3,0,0,,,BAR CAFETERIA AL - ANDALUS,"BARES, CAFETERIAS, DISCOTECAS",5525,3,4,488.04,38.34724,-0.50094
1749,2016,01/01/2019,28/02/2019,10.32,3,11,N,0,0,0,0,,,RESTAURANTE PADTHAIWOK,HOSTELERIA Y RESTAURACION,2370,11,2,68.32,38.34212,-0.48813
1749,2016,01/03/2019,30/06/2019,10.32,3,11,N,0,0,0,0,,,RESTAURANTE PADTHAIWOK,HOSTELERIA Y RESTAURACION,2370,11,2,136.64,38.34212,-0.48813
1749,2016,01/07/2019,12/10/2019,10.32,3,11,N,0,0,0,0,,,RESTAURANTE PADTHAIWOK,HOSTELERIA Y RESTAURACION,2370,11,2,136.64,38.34212,-0.48813
1749,2016,01/11/2019,31/12/2019,10.32,3,11,N,0,0,0,0,,,RESTAURANTE PADTHAIWOK,HOSTELERIA Y RESTAURACION,2370,11,2,68.32,38.34212,-0.48813
1750,2016,01/01/2019,30/06/2019,26.17,7,28,N,4,3,0,0,,,CAFE BAR TOUCHE,"BARES, CAFETERIAS, DISCOTECAS",4653,3,4,390.98,38.36509,-0.46935
1750,2016,01/07/2019,31/12/2019,26.17,7,28,N,4,3,0,0,,,CAFE BAR TOUCHE,"BARES, CAFETERIAS, DISCOTECAS",4653,3,4,390.98,38.36509,-0.46935
1751,2016,01/01/2019,30/06/2019,22.59,6,24,N,2,3,0,0,,,LUDOTECA CAFETERIA YUMMY MAMY,"BARES, CAFETERIAS, DISCOTECAS",3289,28,4,337.49,,
1751,2016,01/07/2019,31/12/2019,22.59,6,24,N,2,3,0,0,,,LUDOTECA CAFETERIA YUMMY MAMY,"BARES, CAFETERIAS, DISCOTECAS",3289,28,4,337.49,,
1755,2016,01/07/2019,31/12/2019,31.56,9,31,N,0,2,0,0,,,RESTAURANTE CASANOVA,HOSTELERIA Y RESTAURACION,5300,4,4,471.51,38.34570,-0.48338
1756,2016,01/01/2019,31/01/2019,12.19,3,12,N,2,0,0,0,,,BAR FESTAURANTE FALAFELMANIA,"BARES, CAFETERIAS, DISCOTECAS",4552,13,4,30.35,38.33277,-0.50857
1756,2016,01/02/2019,31/12/2019,12.19,3,12,N,2,0,0,0,,,BAR FESTAURANTE FALAFELMANIA,"BARES, CAFETERIAS, DISCOTECAS",4552,13,4,333.88,38.33277,-0.50857
1757,2016,01/01/2019,31/05/2019,20.75,10,20,N,2,0,0,0,,,CAFETERIA LE PETIT MERCADO,"BARES, CAFETERIAS, DISCOTECAS",5435,51,2,343.41,38.35054,-0.48493
1757,2016,01/06/2019,12/10/2019,20.75,10,20,N,2,0,0,0,,,CAFETERIA LE PETIT MERCADO,"BARES, CAFETERIAS, DISCOTECAS",5435,51,2,343.41,38.35054,-0.48493
1757,2016,13/10/2019,31/10/2019,20.75,10,20,N,2,0,0,0,,,CAFETERIA LE PETIT MERCADO,"BARES, CAFETERIAS, DISCOTECAS",5435,51,2,68.68,38.35054,-0.48493
1758,2016,01/01/2019,30/06/2019,22.90,6,24,N,2,2,0,0,,,CAFETERIA MANDALA,CAFETERIAS,520,3,2,454.79,38.34784,-0.48522
1758,2016,01/07/2019,31/12/2019,22.90,6,24,N,2,2,0,0,,,CAFETERIA MANDALA,CAFETERIAS,520,3,2,454.79,38.34784,-0.48522
1759,2016,01/01/2019,30/08/2019,11.50,6,12,N,0,0,0,0,,,IN BOCCA AL LUPO,HOSTELERIA Y RESTAURACION,4165,5,4,229.08,38.34507,-0.48268
1759,2016,01/09/2019,31/12/2019,11.50,6,12,N,0,0,0,0,,,IN BOCCA AL LUPO,HOSTELERIA Y RESTAURACION,4165,5,4,114.54,38.34507,-0.48268
1760,2016,01/01/2019,28/02/2019,12.00,3,12,N,2,0,0,0,,,BAR GO SUSHING,"BARES, CAFETERIAS, DISCOTECAS",4000,48,2,79.44,38.34736,-0.48450
1760,2016,01/03/2019,31/12/2019,12.00,3,12,N,2,0,0,0,,,BAR GO SUSHING,"BARES, CAFETERIAS, DISCOTECAS",4000,48,2,397.20,38.34736,-0.48450
1761,2016,01/01/2019,31/12/2019,15.73,7,19,N,2,0,0,0,,,CAFETERIA TETERIA SAMARKANDA,"BARES, CAFETERIAS, DISCOTECAS",4653,3,4,470.01,38.36509,-0.46935
1765,2016,01/01/2019,31/12/2019,9.90,3,10,N,2,,0,0,,,BAR DIEGO,"BARES, CAFETERIAS, DISCOTECAS",5775,24,4,295.81,38.35972,-0.49548
1767,2016,01/01/2019,31/12/2019,19.82,6,20,N,2,0,0,0,,,BAR K MISUEGRA,"BARES, CAFETERIAS, DISCOTECAS",3999,19,4,592.22,38.36523,-0.47214
1768,2016,01/01/2019,31/12/2019,16.00,4,16,N,2,0,0,0,,,BAR LAS AVENIDAS,BARES,3999,12,4,478.08,38.36277,-0.47332
1770,2016,01/01/2019,31/12/2019,15.01,12,24,N,3,2,0,0,,,RESTAURANTE BISTRO LE KANOTIER,HOSTELERIA Y RESTAURACION,5255,13,3,522.35,38.34399,-0.48443
1775,2017,01/01/2019,30/04/2019,16.00,4,16,N,3,0,0,0,,,BAR A LA CARTA,"BARES, CAFETERIAS, DISCOTECAS",2263,1,4,159.36,,
1775,2017,01/05/2019,31/08/2019,16.00,4,16,N,3,0,0,0,,,BAR A LA CARTA,"BARES, CAFETERIAS, DISCOTECAS",2263,1,4,159.36,,
1775,2017,01/09/2019,31/12/2019,16.00,4,16,N,3,0,0,0,,,BAR A LA CARTA,"BARES, CAFETERIAS, DISCOTECAS",2263,1,4,159.36,,
1777,2017,01/01/2019,30/06/2019,31.00,8,32,N,3,0,0,0,,,CAFETERIA CHURRERIA SEBAS CAFE,"BARES, CAFETERIAS, DISCOTECAS",4552,13,4,463.14,38.33277,-0.50857
1777,2017,01/07/2019,31/12/2019,31.00,8,32,N,3,0,0,0,,,CAFETERIA CHURRERIA SEBAS CAFE,"BARES, CAFETERIAS, DISCOTECAS",4552,13,4,463.14,38.33277,-0.50857
1778,2017,01/01/2019,31/07/2019,4.60,4,5,N,0,0,0,0,,,CERVECERIA RIO (BEETHOVEN),BARES,6065,6,4,80.18,38.34628,-0.48297
1778,2017,01/08/2019,31/12/2019,4.60,4,5,N,,,0,0,,,CERVECERIA RIO (BEETHOVEN),BARES,6065,6,4,57.27,38.34628,-0.48297
1779,2017,01/01/2019,31/12/2019,16.71,6,20,N,3,,0,0,,"0,70 x 0,70 mts.",DELTA GOURMET,HOSTELERIA Y RESTAURACION,3020,11,1,834.16,38.34499,-0.49298
1781,2017,01/01/2019,30/03/2019,32.00,8,32,N,2,2,0,0,,,CAFE BAR DESTRANGIS,"BARES, CAFETERIAS, DISCOTECAS",2100,53,4,239.04,38.35028,-0.49625
1781,2017,01/04/2019,31/05/2019,48.00,12,46,N,4,0,0,0,,,CAFE BAR DESTRANGIS,"BARES, CAFETERIAS, DISCOTECAS",2100,53,4,239.04,38.35028,-0.49625
1781,2017,01/06/2019,30/09/2019,48.00,12,46,N,4,0,0,0,,,CAFE BAR DESTRANGIS,"BARES, CAFETERIAS, DISCOTECAS",2100,53,4,478.08,38.35028,-0.49625
1781,2017,01/10/2019,31/12/2019,16.00,12,46,N,4,2,0,0,,,CAFE BAR DESTRANGIS,"BARES, CAFETERIAS, DISCOTECAS",2100,53,4,119.52,38.35028,-0.49625
1781,2017,01/10/2019,31/12/2019,16.00,12,46,N,4,2,0,0,,,CAFE BAR DESTRANGIS,"BARES, CAFETERIAS, DISCOTECAS",2100,53,4,239.04,38.35028,-0.49625
1781,2017,01/10/2019,31/12/2019,32.00,8,32,N,2,2,0,0,,,CAFE BAR DESTRANGIS,"BARES, CAFETERIAS, DISCOTECAS",2100,53,4,119.52,38.35028,-0.49625
1781,2017,01/10/2019,31/12/2019,32.00,8,32,N,2,2,0,0,,,CAFE BAR DESTRANGIS,"BARES, CAFETERIAS, DISCOTECAS",2100,53,4,239.04,38.35028,-0.49625
1782,2017,01/01/2019,30/04/2019,31.50,9,31,N,3,3,2,0,,,RESTAURANTE MESON LA RODA,RESTAURANTES,5515,2,4,313.74,38.34555,-0.48175
1782,2017,01/05/2019,31/08/2019,31.50,9,31,N,3,3,2,0,,,RESTAURANTE MESON LA RODA,RESTAURANTES,5515,2,4,313.74,38.34555,-0.48175
1782,2017,01/09/2019,31/12/2019,31.50,9,31,N,3,3,2,0,,,RESTAURANTE MESON LA RODA,RESTAURANTES,5515,2,4,313.74,38.34555,-0.48175
1783,2017,01/01/2019,31/12/2019,6.44,6,12,N,1,1,0,0,,,RESTAURANTE LA BARRA DEL BUEN COMER,HOSTELERIA Y RESTAURACION,3985,15,4,192.43,38.34499,-0.48239
1784,2017,01/01/2019,31/12/2019,16.95,15,30,N,3,2,0,0,,,RESTAURANTE EL BUEN COMER,HOSTELERIA Y RESTAURACION,3985,8,4,506.47,38.34485,-0.48252
1787,2017,01/01/2019,30/04/2019,14.40,5,12,N,2,0,0,0,,,CAFETERIA BAR COLMADO EL DESAVIO,"BARES, CAFETERIAS, DISCOTECAS",3275,5,4,143.42,38.34505,-0.48668
1787,2017,23/05/2019,31/08/2019,14.40,5,12,N,2,0,0,0,,,CAFETERIA BAR COLMADO EL DESAVIO,"BARES, CAFETERIAS, DISCOTECAS",3275,5,4,143.42,38.34505,-0.48668
1787,2017,01/09/2019,31/12/2019,14.40,5,12,N,2,0,0,0,,,CAFETERIA BAR COLMADO EL DESAVIO,"BARES, CAFETERIAS, DISCOTECAS",3275,5,4,143.42,38.34505,-0.48668
1788,2017,01/01/2019,31/12/2019,13.25,8,16,N,0,1,0,0,,,RESTAURANTE PIZZERIA IN BOCCA AL LUPO,"BARES, CAFETERIAS, DISCOTECAS",4165,5,4,395.91,38.34507,-0.48268
1791,2017,01/01/2019,31/12/2019,28.00,8,24,N,3,3,2,0,,,RESTAURANTE PLAZA 6,HOSTELERIA Y RESTAURACION,5515,6,4,836.64,38.34559,-0.48136
1794,2017,01/01/2019,31/08/2019,25.00,10,20,N,0,0,0,0,,,RESTAURANTE VEGETARIANO BODHIGREEN,HOSTELERIA Y RESTAURACION,5245,46,4,498.00,38.34256,-0.48637
1794,2017,01/09/2019,31/12/2019,25.00,10,20,N,0,0,0,0,,,RESTAURANTE VEGETARIANO BODHIGREEN,HOSTELERIA Y RESTAURACION,5245,46,4,249.00,38.34256,-0.48637
1795,2017,01/04/2019,31/05/2019,63.45,10,40,N,0,0,0,0,,,CAFETERIA EMESSA COCINA LIBANESA,"BARES, CAFETERIAS, DISCOTECAS",4023,25,4,315.98,38.33720,-0.50830
1795,2017,01/06/2019,30/09/2019,63.45,10,40,N,0,0,0,0,,,CAFETERIA EMESSA COCINA LIBANESA,"BARES, CAFETERIAS, DISCOTECAS",4023,25,4,631.96,38.33720,-0.50830
1796,2017,01/01/2019,31/01/2019,20.00,5,20,N,2,0,0,0,,,RESTAURANTE LA PARRILLA HISPONOAMERICANA,HOSTELERIA Y RESTAURACION,2430,6,4,49.80,38.35213,-0.49730
1796,2017,01/02/2019,30/04/2019,20.00,5,20,N,2,0,0,0,,,RESTAURANTE LA PARRILLA HISPONOAMERICANA,HOSTELERIA Y RESTAURACION,2430,6,4,149.40,38.35213,-0.49730
1796,2017,01/05/2019,31/05/2019,40.00,10,40,N,2,0,0,0,,,RESTAURANTE LA PARRILLA HISPONOAMERICANA,HOSTELERIA Y RESTAURACION,2430,6,4,99.60,38.35213,-0.49730
1796,2017,01/06/2019,30/09/2019,40.00,10,40,N,2,0,0,0,,,RESTAURANTE LA PARRILLA HISPONOAMERICANA,HOSTELERIA Y RESTAURACION,2430,6,4,398.40,38.35213,-0.49730
1798,2017,01/01/2019,05/05/2019,28.98,7,28,N,3,0,0,0,,,CAFETERIA HELADERIA MARTINEZ MAYOR,HELADERIAS,533,24,1,602.78,38.35906,-0.47467
1798,2017,01/06/2019,31/08/2019,48.30,12,48,N,5,0,0,0,,,CAFETERIA HELADERIA MARTINEZ MAYOR,HELADERIAS,533,24,1,602.78,38.35906,-0.47467
1798,2017,01/09/2019,31/12/2019,28.98,7,28,N,3,0,0,0,,,CAFETERIA HELADERIA MARTINEZ MAYOR,HELADERIAS,533,24,1,482.23,38.35906,-0.47467
1799,2017,01/01/2019,31/07/2019,5.50,2,7,N,1,,0,0,,"0,60",CAFETERIA HELADERIA VELEZ,CAFETERIAS,5690,2,4,95.87,38.35134,-0.48832
1802,2017,01/01/2019,30/04/2019,10.88,5,10,N,0,0,0,0,,,CHURRERIA CAFETERIA LA MADRILEÑA,"BARES, CAFETERIAS, DISCOTECAS",1495,10,2,144.05,38.34883,-0.48584
